 frequency       inoise_spectrum onoise_spectrum
 4.55550561e+02  1.84584748e-06  4.32463569e-03 
 4.81866605e+02  1.79482455e-06  3.97545292e-03 
 5.09702863e+02  1.74521693e-06  3.65447343e-03 
 5.39147154e+02  1.69698551e-06  3.35941915e-03 
 5.70292370e+02  1.65009226e-06  3.08819599e-03 
 6.03236769e+02  1.60450018e-06  2.83887901e-03 
 6.38084285e+02  1.56017334e-06  2.60969872e-03 
 6.74944857e+02  1.51707677e-06  2.39902855e-03 
 7.13934775e+02  1.47517649e-06  2.20537333e-03 
 7.55177045e+02  1.43443947e-06  2.02735864e-03 
 7.98801781e+02  1.39483357e-06  1.86372108e-03 
 8.44946611e+02  1.35632756e-06  1.71329931e-03 
 8.93757115e+02  1.31889108e-06  1.57502581e-03 
 9.45387283e+02  1.28249461e-06  1.44791926e-03 
 1.00000000e+03  1.24710945e-06  1.33107763e-03 
 1.05776756e+03  1.21270768e-06  1.22367176e-03 
 1.11887221e+03  1.17926219e-06  1.12493946e-03 
 1.18350673e+03  1.14674660e-06  1.03418011e-03 
 1.25187503e+03  1.11513526e-06  9.50749692e-04 
 1.32419279e+03  1.08440325e-06  8.74056209e-04 
 1.40068818e+03  1.05452633e-06  8.03555485e-04 
 1.48160252e+03  1.02548094e-06  7.38747307e-04 
 1.56719108e+03  9.97244171e-07  6.79171869e-04 
 1.65772389e+03  9.69793760e-07  6.24406506e-04 
 1.75348655e+03  9.43108057e-07  5.74062702e-04 
 1.85478119e+03  9.17166015e-07  5.27783321e-04 
 1.96192737e+03  8.91947176e-07  4.85240080e-04 
 2.07526313e+03  8.67431648e-07  4.46131215e-04 
 2.19514602e+03  8.43600099e-07  4.10179337e-04 
 2.32195425e+03  8.20433730e-07  3.77129467e-04 
 2.45608788e+03  7.97914272e-07  3.46747222e-04 
 2.59797009e+03  7.76023961e-07  3.18817155e-04 
 2.74804848e+03  7.54745531e-07  2.93141219e-04 
 2.90679654e+03  7.34062198e-07  2.69537368e-04 
 3.07471508e+03  7.13957648e-07  2.47838262e-04 
 3.25233387e+03  6.94416020e-07  2.27890076e-04 
 3.44021326e+03  6.75421899e-07  2.09551413e-04 
 3.63894599e+03  6.56960299e-07  1.92692297e-04 
 3.84915902e+03  6.39016656e-07  1.77193250e-04 
 4.07151555e+03  6.21576812e-07  1.62944448e-04 
 4.30671707e+03  6.04627006e-07  1.49844935e-04 
 4.55550561e+03  5.88153862e-07  1.37801911e-04 
 4.81866605e+03  5.72144381e-07  1.26730073e-04 
 5.09702863e+03  5.56585925e-07  1.16551005e-04 
 5.39147154e+03  5.41466216e-07  1.07192629e-04 
 5.70292370e+03  5.26773316e-07  9.85886863e-05 
 6.03236769e+03  5.12495626e-07  9.06782699e-05 
 6.38084285e+03  4.98621871e-07  8.34053932e-05 
 6.74944857e+03  4.85141093e-07  7.67185911e-05 
 7.13934775e+03  4.72042645e-07  7.05705553e-05 
 7.55177045e+03  4.59316178e-07  6.49177983e-05 
 7.98801781e+03  4.46951635e-07  5.97203449e-05 
 8.44946611e+03  4.34939242e-07  5.49414485e-05 
 8.93757115e+03  4.23269502e-07  5.05473299e-05 
 9.45387283e+03  4.11933185e-07  4.65069383e-05 
 1.00000000e+04  4.00921322e-07  4.27917303e-05 
 1.05776756e+04  3.90225199e-07  3.93754674e-05 
 1.11887221e+04  3.79836345e-07  3.62340304e-05 
 1.18350673e+04  3.69746532e-07  3.33452473e-05 
 1.25187503e+04  3.59947762e-07  3.06887369e-05 
 1.32419279e+04  3.50432264e-07  2.82457633e-05 
 1.40068818e+04  3.41192489e-07  2.59991040e-05 
 1.48160252e+04  3.32221098e-07  2.39329265e-05 
 1.56719108e+04  3.23510962e-07  2.20326770e-05 
 1.65772389e+04  3.15055152e-07  2.02849767e-05 
 1.75348655e+04  3.06846937e-07  1.86775267e-05 
 1.85478119e+04  2.98879774e-07  1.71990213e-05 
 1.96192737e+04  2.91147305e-07  1.58390673e-05 
 2.07526313e+04  2.83643353e-07  1.45881105e-05 
 2.19514602e+04  2.76361912e-07  1.34373679e-05 
 2.32195425e+04  2.69297148e-07  1.23787655e-05 
 2.45608788e+04  2.62443388e-07  1.14048810e-05 
 2.59797009e+04  2.55795119e-07  1.05088912e-05 
 2.74804848e+04  2.49346981e-07  9.68452320e-06 
 2.90679654e+04  2.43093766e-07  8.92601076e-06 
 3.07471508e+04  2.37030406e-07  8.22805270e-06 
 3.25233387e+04  2.31151976e-07  7.58577566e-06 
 3.44021326e+04  2.25453685e-07  6.99469946e-06 
 3.63894599e+04  2.19930875e-07  6.45070539e-06 
 3.84915902e+04  2.14579012e-07  5.95000699e-06 
 4.07151555e+04  2.09393685e-07  5.48912326e-06 
 4.30671707e+04  2.04370604e-07  5.06485396e-06 
 4.55550561e+04  1.99505589e-07  4.67425697e-06 
 4.81866605e+04  1.94794574e-07  4.31462745e-06 
 5.09702863e+04  1.90233595e-07  3.98347866e-06 
 5.39147154e+04  1.85818795e-07  3.67852440e-06 
 5.70292370e+04  1.81546412e-07  3.39766278e-06 
 6.03236769e+04  1.77412781e-07  3.13896134e-06 
 6.38084285e+04  1.73414327e-07  2.90064344e-06 
 6.74944857e+04  1.69547563e-07  2.68107560e-06 
 7.13934775e+04  1.65809087e-07  2.47875600e-06 
 7.55177045e+04  1.62195576e-07  2.29230385e-06 
 7.98801781e+04  1.58703787e-07  2.12044961e-06 
 8.44946611e+04  1.55330550e-07  1.96202602e-06 
 8.93757115e+04  1.52072766e-07  1.81595986e-06 
 9.45387283e+04  1.48927407e-07  1.68126435e-06 
 1.00000000e+05  1.45891507e-07  1.55703217e-06 
 1.05776756e+05  1.42962165e-07  1.44242908e-06 
 1.11887221e+05  1.40136540e-07  1.33668800e-06 
 1.18350673e+05  1.37411850e-07  1.23910360e-06 
 1.25187503e+05  1.34785365e-07  1.14902732e-06 
 1.32419279e+05  1.32254412e-07  1.06586281e-06 
 1.40068818e+05  1.29816369e-07  9.89061677e-07 
 1.48160252e+05  1.27468660e-07  9.18119666e-07 
 1.56719108e+05  1.25208761e-07  8.52573071e-07 
 1.65772389e+05  1.23034192e-07  7.91995474e-07 
 1.75348655e+05  1.20942518e-07  7.35994738e-07 
 1.85478119e+05  1.18931348e-07  6.84210240e-07 
 1.96192737e+05  1.16998334e-07  6.36310334e-07 
 2.07526313e+05  1.15141168e-07  5.91990008e-07 
 2.19514602e+05  1.13357585e-07  5.50968737e-07 
 2.32195425e+05  1.11645358e-07  5.12988511e-07 
 2.45608788e+05  1.10002304e-07  4.77812014e-07 
 2.59797009e+05  1.08426276e-07  4.45220952e-07 
 2.74804848e+05  1.06915168e-07  4.15014524e-07 
 2.90679654e+05  1.05466914e-07  3.87008002e-07 
