 frequency       HctmagdB        HscmagdB       
 6.13762005e+02 -1.38840511e+00 -1.46228278e+00 
 6.19441075e+02 -1.41044215e+00 -1.48530103e+00 
 6.25172693e+02 -1.43277452e+00 -1.50862236e+00 
 6.30957344e+02 -1.45540463e+00 -1.53224911e+00 
 6.36795521e+02 -1.47833487e+00 -1.55618357e+00 
 6.42687717e+02 -1.50156762e+00 -1.58042803e+00 
 6.48634434e+02 -1.52510520e+00 -1.60498475e+00 
 6.54636174e+02 -1.54894996e+00 -1.62985595e+00 
 6.60693448e+02 -1.57310417e+00 -1.65504382e+00 
 6.66806769e+02 -1.59757010e+00 -1.68055053e+00 
 6.72976656e+02 -1.62235000e+00 -1.70637821e+00 
 6.79203633e+02 -1.64744607e+00 -1.73252895e+00 
 6.85488226e+02 -1.67286049e+00 -1.75900483e+00 
 6.91830971e+02 -1.69859540e+00 -1.78580785e+00 
 6.98232404e+02 -1.72465292e+00 -1.81294002e+00 
 7.04693069e+02 -1.75103513e+00 -1.84040329e+00 
 7.11213514e+02 -1.77774406e+00 -1.86819956e+00 
 7.17794291e+02 -1.80478172e+00 -1.89633072e+00 
 7.24435960e+02 -1.83215008e+00 -1.92479858e+00 
 7.31139083e+02 -1.85985107e+00 -1.95360493e+00 
 7.37904230e+02 -1.88788659e+00 -1.98275153e+00 
 7.44731974e+02 -1.91625847e+00 -2.01224007e+00 
 7.51622894e+02 -1.94496852e+00 -2.04207220e+00 
 7.58577575e+02 -1.97401851e+00 -2.07224953e+00 
 7.65596607e+02 -2.00341015e+00 -2.10277361e+00 
 7.72680585e+02 -2.03314512e+00 -2.13364596e+00 
 7.79830111e+02 -2.06322505e+00 -2.16486805e+00 
 7.87045790e+02 -2.09365150e+00 -2.19644126e+00 
 7.94328235e+02 -2.12442603e+00 -2.22836698e+00 
 8.01678063e+02 -2.15555010e+00 -2.26064650e+00 
 8.09095899e+02 -2.18702515e+00 -2.29328107e+00 
 8.16582371e+02 -2.21885256e+00 -2.32627189e+00 
 8.24138115e+02 -2.25103365e+00 -2.35962011e+00 
 8.31763771e+02 -2.28356971e+00 -2.39332682e+00 
 8.39459987e+02 -2.31646195e+00 -2.42739305e+00 
 8.47227414e+02 -2.34971155e+00 -2.46181977e+00 
 8.55066713e+02 -2.38331961e+00 -2.49660790e+00 
 8.62978548e+02 -2.41728720e+00 -2.53175830e+00 
 8.70963590e+02 -2.45161531e+00 -2.56727178e+00 
 8.79022517e+02 -2.48630488e+00 -2.60314907e+00 
 8.87156012e+02 -2.52135681e+00 -2.63939085e+00 
 8.95364766e+02 -2.55677191e+00 -2.67599775e+00 
 9.03649474e+02 -2.59255095e+00 -2.71297033e+00 
 9.12010839e+02 -2.62869465e+00 -2.75030909e+00 
 9.20449572e+02 -2.66520365e+00 -2.78801446e+00 
 9.28966387e+02 -2.70207854e+00 -2.82608682e+00 
 9.37562007e+02 -2.73931984e+00 -2.86452650e+00 
 9.46237161e+02 -2.77692803e+00 -2.90333373e+00 
 9.54992586e+02 -2.81490350e+00 -2.94250871e+00 
 9.63829024e+02 -2.85324660e+00 -2.98205158e+00 
 9.72747224e+02 -2.89195761e+00 -3.02196238e+00 
 9.81747943e+02 -2.93103674e+00 -3.06224114e+00 
 9.90831945e+02 -2.97048416e+00 -3.10288778e+00 
 1.00000000e+03 -3.01029996e+00 -3.14390218e+00 
 1.00925289e+03 -3.05048416e+00 -3.18528416e+00 
 1.01859139e+03 -3.09103674e+00 -3.22703347e+00 
 1.02801630e+03 -3.13195761e+00 -3.26914980e+00 
 1.03752842e+03 -3.17324660e+00 -3.31163279e+00 
 1.04712855e+03 -3.21490350e+00 -3.35448198e+00 
 1.05681751e+03 -3.25692803e+00 -3.39769690e+00 
 1.06659612e+03 -3.29931984e+00 -3.44127698e+00 
 1.07646521e+03 -3.34207854e+00 -3.48522160e+00 
 1.08642562e+03 -3.38520365e+00 -3.52953009e+00 
 1.09647820e+03 -3.42869465e+00 -3.57420171e+00 
 1.10662378e+03 -3.47255095e+00 -3.61923567e+00 
 1.11686325e+03 -3.51677191e+00 -3.66463110e+00 
 1.12719746e+03 -3.56135681e+00 -3.71038709e+00 
 1.13762729e+03 -3.60630488e+00 -3.75650266e+00 
 1.14815362e+03 -3.65161531e+00 -3.80297680e+00 
 1.15877736e+03 -3.69728720e+00 -3.84980841e+00 
 1.16949939e+03 -3.74331961e+00 -3.89699634e+00 
 1.18032064e+03 -3.78971155e+00 -3.94453941e+00 
 1.19124201e+03 -3.83646195e+00 -3.99243635e+00 
 1.20226443e+03 -3.88356971e+00 -4.04068587e+00 
 1.21338885e+03 -3.93103365e+00 -4.08928661e+00 
 1.22461620e+03 -3.97885256e+00 -4.13823715e+00 
 1.23594743e+03 -4.02702515e+00 -4.18753603e+00 
 1.24738351e+03 -4.07555010e+00 -4.23718175e+00 
 1.25892541e+03 -4.12442603e+00 -4.28717274e+00 
 1.27057411e+03 -4.17365150e+00 -4.33750739e+00 
 1.28233058e+03 -4.22322505e+00 -4.38818404e+00 
 1.29419584e+03 -4.27314512e+00 -4.43920100e+00 
 1.30617089e+03 -4.32341015e+00 -4.49055652e+00 
 1.31825674e+03 -4.37401851e+00 -4.54224880e+00 
 1.33045442e+03 -4.42496852e+00 -4.59427601e+00 
 1.34276496e+03 -4.47625847e+00 -4.64663627e+00 
 1.35518941e+03 -4.52788659e+00 -4.69932767e+00 
 1.36772883e+03 -4.57985107e+00 -4.75234824e+00 
 1.38038426e+03 -4.63215008e+00 -4.80569599e+00 
 1.39315680e+03 -4.68478172e+00 -4.85936888e+00 
 1.40604752e+03 -4.73774406e+00 -4.91336484e+00 
 1.41905752e+03 -4.79103513e+00 -4.96768177e+00 
 1.43218790e+03 -4.84465292e+00 -5.02231752e+00 
 1.44543977e+03 -4.89859540e+00 -5.07726992e+00 
 1.45881426e+03 -4.95286049e+00 -5.13253677e+00 
 1.47231250e+03 -5.00744607e+00 -5.18811582e+00 
 1.48593564e+03 -5.06235000e+00 -5.24400481e+00 
 1.49968484e+03 -5.11757010e+00 -5.30020145e+00 
 1.51356125e+03 -5.17310417e+00 -5.35670342e+00 
 1.52756606e+03 -5.22894996e+00 -5.41350836e+00 
 1.54170045e+03 -5.28510520e+00 -5.47061390e+00 
 1.55596563e+03 -5.34156762e+00 -5.52801764e+00 
 1.57036280e+03 -5.39833487e+00 -5.58571717e+00 
 1.58489319e+03 -5.45540463e+00 -5.64371005e+00 
 1.59955803e+03 -5.51277452e+00 -5.70199380e+00 
 1.61435856e+03 -5.57044215e+00 -5.76056596e+00 
 1.62929603e+03 -5.62840511e+00 -5.81942403e+00 
 1.64437172e+03 -5.68666096e+00 -5.87856548e+00 
 1.65958691e+03 -5.74520726e+00 -5.93798778e+00 
 1.67494288e+03 -5.80404153e+00 -5.99768840e+00 
 1.69044093e+03 -5.86316128e+00 -6.05766477e+00 
 1.70608239e+03 -5.92256402e+00 -6.11791431e+00 
 1.72186857e+03 -5.98224723e+00 -6.17843445e+00 
 1.73780083e+03 -6.04220837e+00 -6.23922260e+00 
 1.75388050e+03 -6.10244491e+00 -6.30027613e+00 
 1.77010896e+03 -6.16295428e+00 -6.36159246e+00 
 1.78648757e+03 -6.22373393e+00 -6.42316895e+00 
 1.80301774e+03 -6.28478127e+00 -6.48500298e+00 
 1.81970086e+03 -6.34609374e+00 -6.54709192e+00 
 1.83653834e+03 -6.40766873e+00 -6.60943314e+00 
 1.85353162e+03 -6.46950366e+00 -6.67202399e+00 
 1.87068214e+03 -6.53159591e+00 -6.73486184e+00 
 1.88799135e+03 -6.59394290e+00 -6.79794404e+00 
 1.90546072e+03 -6.65654200e+00 -6.86126795e+00 
 1.92309173e+03 -6.71939062e+00 -6.92483092e+00 
 1.94088588e+03 -6.78248613e+00 -6.98863032e+00 
 1.95884467e+03 -6.84582593e+00 -7.05266350e+00 
 1.97696964e+03 -6.90940740e+00 -7.11692782e+00 
 1.99526231e+03 -6.97322794e+00 -7.18142065e+00 
 2.01372425e+03 -7.03728493e+00 -7.24613937e+00 
 2.03235701e+03 -7.10157577e+00 -7.31108134e+00 
 2.05116218e+03 -7.16609787e+00 -7.37624394e+00 
 2.07014135e+03 -7.23084861e+00 -7.44162456e+00 
 2.08929613e+03 -7.29582542e+00 -7.50722060e+00 
 2.10862815e+03 -7.36102571e+00 -7.57302946e+00 
 2.12813905e+03 -7.42644689e+00 -7.63904854e+00 
 2.14783047e+03 -7.49208640e+00 -7.70527527e+00 
 2.16770410e+03 -7.55794167e+00 -7.77170707e+00 
 2.18776162e+03 -7.62401016e+00 -7.83834139e+00 
 2.20800473e+03 -7.69028931e+00 -7.90517566e+00 
 2.22843515e+03 -7.75677659e+00 -7.97220736e+00 
 2.24905461e+03 -7.82346949e+00 -8.03943396e+00 
 2.26986485e+03 -7.89036548e+00 -8.10685293e+00 
 2.29086765e+03 -7.95746206e+00 -8.17446179e+00 
 2.31206479e+03 -8.02475676e+00 -8.24225803e+00 
 2.33345806e+03 -8.09224709e+00 -8.31023919e+00 
 2.35504928e+03 -8.15993060e+00 -8.37840280e+00 
 2.37684029e+03 -8.22780483e+00 -8.44674642e+00 
 2.39883292e+03 -8.29586736e+00 -8.51526761e+00 
 2.42102905e+03 -8.36411576e+00 -8.58396397e+00 
 2.44343055e+03 -8.43254764e+00 -8.65283308e+00 
 2.46603934e+03 -8.50116061e+00 -8.72187256e+00 
 2.48885732e+03 -8.56995229e+00 -8.79108006e+00 
 2.51188643e+03 -8.63892034e+00 -8.86045321e+00 
 2.53512863e+03 -8.70806242e+00 -8.92998967e+00 
 2.55858589e+03 -8.77737620e+00 -8.99968715e+00 
 2.58226019e+03 -8.84685938e+00 -9.06954332e+00 
 2.60615355e+03 -8.91650969e+00 -9.13955592e+00 
 2.63026799e+03 -8.98632484e+00 -9.20972267e+00 
 2.65460556e+03 -9.05630261e+00 -9.28004133e+00 
 2.67916832e+03 -9.12644075e+00 -9.35050967e+00 
 2.70395836e+03 -9.19673705e+00 -9.42112549e+00 
 2.72897778e+03 -9.26718933e+00 -9.49188658e+00 
 2.75422870e+03 -9.33779541e+00 -9.56279079e+00 
 2.77971327e+03 -9.40855314e+00 -9.63383594e+00 
 2.80543364e+03 -9.47946039e+00 -9.70501992e+00 
 2.83139200e+03 -9.55051504e+00 -9.77634060e+00 
 2.85759054e+03 -9.62171500e+00 -9.84779589e+00 
 2.88403150e+03 -9.69305820e+00 -9.91938371e+00 
 2.91071712e+03 -9.76454259e+00 -9.99110200e+00 
 2.93764965e+03 -9.83616612e+00 -1.00629487e+01 
 2.96483139e+03 -9.90792680e+00 -1.01349219e+01 
 2.99226464e+03 -9.97982263e+00 -1.02070194e+01 
 3.01995172e+03 -1.00518516e+01 -1.02792394e+01 
 3.04789499e+03 -1.01240119e+01 -1.03515798e+01 
 3.07609681e+03 -1.01963014e+01 -1.04240388e+01 
 3.10455959e+03 -1.02687183e+01 -1.04966144e+01 
 3.13328572e+03 -1.03412608e+01 -1.05693046e+01 
 3.16227766e+03 -1.04139269e+01 -1.06421077e+01 
 3.19153786e+03 -1.04867147e+01 -1.07150218e+01 
 3.22106879e+03 -1.05596225e+01 -1.07880449e+01 
 3.25087297e+03 -1.06326485e+01 -1.08611753e+01 
 3.28095293e+03 -1.07057909e+01 -1.09344112e+01 
 3.31131121e+03 -1.07790479e+01 -1.10077508e+01 
 3.34195040e+03 -1.08524177e+01 -1.10811923e+01 
 3.37287309e+03 -1.09258988e+01 -1.11547339e+01 
 3.40408190e+03 -1.09994892e+01 -1.12283739e+01 
 3.43557948e+03 -1.10731875e+01 -1.13021107e+01 
 3.46736850e+03 -1.11469918e+01 -1.13759425e+01 
 3.49945167e+03 -1.12209006e+01 -1.14498676e+01 
 3.53183170e+03 -1.12949123e+01 -1.15238844e+01 
 3.56451133e+03 -1.13690252e+01 -1.15979912e+01 
 3.59749335e+03 -1.14432378e+01 -1.16721864e+01 
 3.63078055e+03 -1.15175486e+01 -1.17464684e+01 
 3.66437575e+03 -1.15919559e+01 -1.18208356e+01 
 3.69828180e+03 -1.16664582e+01 -1.18952864e+01 
 3.73250158e+03 -1.17410542e+01 -1.19698194e+01 
 3.76703799e+03 -1.18157422e+01 -1.20444328e+01 
 3.80189396e+03 -1.18905208e+01 -1.21191253e+01 
 3.83707245e+03 -1.19653887e+01 -1.21938953e+01 
 3.87257645e+03 -1.20403443e+01 -1.22687414e+01 
 3.90840896e+03 -1.21153862e+01 -1.23436620e+01 
 3.94457302e+03 -1.21905132e+01 -1.24186557e+01 
 3.98107171e+03 -1.22657238e+01 -1.24937210e+01 
 4.01790811e+03 -1.23410166e+01 -1.25688566e+01 
 4.05508535e+03 -1.24163904e+01 -1.26440611e+01 
 4.09260660e+03 -1.24918438e+01 -1.27193329e+01 
 4.13047502e+03 -1.25673756e+01 -1.27946708e+01 
 4.16869383e+03 -1.26429844e+01 -1.28700734e+01 
 4.20726628e+03 -1.27186691e+01 -1.29455394e+01 
 4.24619564e+03 -1.27944284e+01 -1.30210673e+01 
 4.28548520e+03 -1.28702610e+01 -1.30966559e+01 
 4.32513831e+03 -1.29461658e+01 -1.31723039e+01 
 4.36515832e+03 -1.30221416e+01 -1.32480100e+01 
 4.40554864e+03 -1.30981872e+01 -1.33237729e+01 
 4.44631267e+03 -1.31743015e+01 -1.33995913e+01 
 4.48745390e+03 -1.32504833e+01 -1.34754640e+01 
 4.52897580e+03 -1.33267315e+01 -1.35513898e+01 
 4.57088190e+03 -1.34030451e+01 -1.36273673e+01 
 4.61317575e+03 -1.34794229e+01 -1.37033955e+01 
 4.65586094e+03 -1.35558639e+01 -1.37794730e+01 
 4.69894109e+03 -1.36323670e+01 -1.38555988e+01 
 4.74241985e+03 -1.37089311e+01 -1.39317715e+01 
 4.78630092e+03 -1.37855554e+01 -1.40079901e+01 
 4.83058802e+03 -1.38622387e+01 -1.40842534e+01 
 4.87528490e+03 -1.39389800e+01 -1.41605603e+01 
 4.92039536e+03 -1.40157785e+01 -1.42369095e+01 
 4.96592321e+03 -1.40926331e+01 -1.43133001e+01 
 5.01187234e+03 -1.41695429e+01 -1.43897308e+01 
 5.05824662e+03 -1.42465069e+01 -1.44662005e+01 
 5.10505000e+03 -1.43235244e+01 -1.45427082e+01 
 5.15228645e+03 -1.44005942e+01 -1.46192528e+01 
 5.19995997e+03 -1.44777156e+01 -1.46958331e+01 
 5.24807460e+03 -1.45548877e+01 -1.47724482e+01 
 5.29663444e+03 -1.46321096e+01 -1.48490970e+01 
 5.34564359e+03 -1.47093805e+01 -1.49257783e+01 
 5.39510623e+03 -1.47866995e+01 -1.50024912e+01 
 5.44502653e+03 -1.48640659e+01 -1.50792347e+01 
 5.49540874e+03 -1.49414787e+01 -1.51560076e+01 
 5.54625713e+03 -1.50189373e+01 -1.52328090e+01 
 5.59757601e+03 -1.50964408e+01 -1.53096379e+01 
 5.64936975e+03 -1.51739885e+01 -1.53864932e+01 
 5.70164272e+03 -1.52515796e+01 -1.54633739e+01 
 5.75439937e+03 -1.53292134e+01 -1.55402791e+01 
 5.80764418e+03 -1.54068891e+01 -1.56172078e+01 
 5.86138165e+03 -1.54846060e+01 -1.56941589e+01 
 5.91561634e+03 -1.55623635e+01 -1.57711315e+01 
 5.97035287e+03 -1.56401607e+01 -1.58481247e+01 
 6.02559586e+03 -1.57179970e+01 -1.59251374e+01 
 6.08135001e+03 -1.57958718e+01 -1.60021686e+01 
 6.13762005e+03 -1.58737844e+01 -1.60792176e+01 
 6.19441075e+03 -1.59517341e+01 -1.61562832e+01 
 6.25172693e+03 -1.60297202e+01 -1.62333645e+01 
 6.30957344e+03 -1.61077423e+01 -1.63104606e+01 
 6.36795521e+03 -1.61857995e+01 -1.63875705e+01 
 6.42687717e+03 -1.62638913e+01 -1.64646933e+01 
 6.48634434e+03 -1.63420172e+01 -1.65418281e+01 
 6.54636174e+03 -1.64201765e+01 -1.66189738e+01 
 6.60693448e+03 -1.64983686e+01 -1.66961297e+01 
 6.66806769e+03 -1.65765930e+01 -1.67732947e+01 
 6.72976656e+03 -1.66548491e+01 -1.68504679e+01 
 6.79203633e+03 -1.67331363e+01 -1.69276484e+01 
 6.85488226e+03 -1.68114542e+01 -1.70048353e+01 
 6.91830971e+03 -1.68898021e+01 -1.70820276e+01 
 6.98232404e+03 -1.69681795e+01 -1.71592244e+01 
 7.04693069e+03 -1.70465860e+01 -1.72364248e+01 
 7.11213514e+03 -1.71250210e+01 -1.73136278e+01 
 7.17794291e+03 -1.72034840e+01 -1.73908326e+01 
 7.24435960e+03 -1.72819746e+01 -1.74680382e+01 
 7.31139083e+03 -1.73604921e+01 -1.75452436e+01 
 7.37904230e+03 -1.74390363e+01 -1.76224480e+01 
 7.44731974e+03 -1.75176065e+01 -1.76996504e+01 
 7.51622894e+03 -1.75962024e+01 -1.77768499e+01 
 7.58577575e+03 -1.76748235e+01 -1.78540456e+01 
 7.65596607e+03 -1.77534693e+01 -1.79312364e+01 
 7.72680585e+03 -1.78321394e+01 -1.80084216e+01 
 7.79830111e+03 -1.79108334e+01 -1.80856000e+01 
 7.87045790e+03 -1.79895508e+01 -1.81627709e+01 
 7.94328235e+03 -1.80682913e+01 -1.82399332e+01 
 8.01678063e+03 -1.81470544e+01 -1.83170859e+01 
 8.09095899e+03 -1.82258397e+01 -1.83942283e+01 
 8.16582371e+03 -1.83046469e+01 -1.84713591e+01 
 8.24138115e+03 -1.83834756e+01 -1.85484776e+01 
 8.31763771e+03 -1.84623253e+01 -1.86255827e+01 
 8.39459987e+03 -1.85411957e+01 -1.87026735e+01 
 8.47227414e+03 -1.86200864e+01 -1.87797490e+01 
 8.55066713e+03 -1.86989972e+01 -1.88568081e+01 
 8.62978548e+03 -1.87779275e+01 -1.89338499e+01 
 8.70963590e+03 -1.88568771e+01 -1.90108735e+01 
 8.79022517e+03 -1.89358456e+01 -1.90878777e+01 
 8.87156012e+03 -1.90148327e+01 -1.91648616e+01 
 8.95364766e+03 -1.90938381e+01 -1.92418241e+01 
 9.03649474e+03 -1.91728614e+01 -1.93187643e+01 
 9.12010839e+03 -1.92519023e+01 -1.93956810e+01 
 9.20449572e+03 -1.93309605e+01 -1.94725733e+01 
 9.28966387e+03 -1.94100357e+01 -1.95494400e+01 
 9.37562007e+03 -1.94891276e+01 -1.96262801e+01 
 9.46237161e+03 -1.95682359e+01 -1.97030926e+01 
 9.54992586e+03 -1.96473603e+01 -1.97798763e+01 
 9.63829024e+03 -1.97265005e+01 -1.98566302e+01 
 9.72747224e+03 -1.98056562e+01 -1.99333531e+01 
 9.81747943e+03 -1.98848271e+01 -2.00100439e+01 
 9.90831945e+03 -1.99640131e+01 -2.00867015e+01 
 1.00000000e+04 -2.00432137e+01 -2.01633247e+01 
 1.00925289e+04 -2.01224288e+01 -2.02399124e+01 
 1.01859139e+04 -2.02016581e+01 -2.03164634e+01 
 1.02801630e+04 -2.02809013e+01 -2.03929766e+01 
 1.03752842e+04 -2.03601583e+01 -2.04694507e+01 
 1.04712855e+04 -2.04394286e+01 -2.05458845e+01 
 1.05681751e+04 -2.05187121e+01 -2.06222768e+01 
 1.06659612e+04 -2.05980087e+01 -2.06986264e+01 
 1.07646521e+04 -2.06773179e+01 -2.07749320e+01 
 1.08642562e+04 -2.07566396e+01 -2.08511923e+01 
 1.09647820e+04 -2.08359736e+01 -2.09274061e+01 
 1.10662378e+04 -2.09153197e+01 -2.10035719e+01 
 1.11686325e+04 -2.09946776e+01 -2.10796886e+01 
 1.12719746e+04 -2.10740472e+01 -2.11557548e+01 
 1.13762729e+04 -2.11534281e+01 -2.12317691e+01 
 1.14815362e+04 -2.12328203e+01 -2.13077301e+01 
 1.15877736e+04 -2.13122235e+01 -2.13836365e+01 
 1.16949939e+04 -2.13916375e+01 -2.14594867e+01 
 1.18032064e+04 -2.14710621e+01 -2.15352795e+01 
 1.19124201e+04 -2.15504971e+01 -2.16110133e+01 
 1.20226443e+04 -2.16299424e+01 -2.16866866e+01 
 1.21338885e+04 -2.17093977e+01 -2.17622980e+01 
 1.22461620e+04 -2.17888629e+01 -2.18378459e+01 
 1.23594743e+04 -2.18683378e+01 -2.19133287e+01 
 1.24738351e+04 -2.19478223e+01 -2.19887449e+01 
 1.25892541e+04 -2.20273160e+01 -2.20640930e+01 
 1.27057411e+04 -2.21068190e+01 -2.21393712e+01 
 1.28233058e+04 -2.21863310e+01 -2.22145780e+01 
 1.29419584e+04 -2.22658518e+01 -2.22897116e+01 
 1.30617089e+04 -2.23453813e+01 -2.23647704e+01 
 1.31825674e+04 -2.24249194e+01 -2.24397526e+01 
 1.33045442e+04 -2.25044659e+01 -2.25146565e+01 
 1.34276496e+04 -2.25840205e+01 -2.25894803e+01 
 1.35518941e+04 -2.26635833e+01 -2.26642222e+01 
 1.36772883e+04 -2.27431540e+01 -2.27388803e+01 
 1.38038426e+04 -2.28227325e+01 -2.28134528e+01 
 1.39315680e+04 -2.29023186e+01 -2.28879377e+01 
 1.40604752e+04 -2.29819123e+01 -2.29623332e+01 
 1.41905752e+04 -2.30615134e+01 -2.30366372e+01 
 1.43218790e+04 -2.31411216e+01 -2.31108477e+01 
 1.44543977e+04 -2.32207371e+01 -2.31849628e+01 
 1.45881426e+04 -2.33003594e+01 -2.32589803e+01 
 1.47231250e+04 -2.33799887e+01 -2.33328981e+01 
 1.48593564e+04 -2.34596247e+01 -2.34067141e+01 
 1.49968484e+04 -2.35392673e+01 -2.34804261e+01 
 1.51356125e+04 -2.36189164e+01 -2.35540318e+01 
 1.52756606e+04 -2.36985719e+01 -2.36275291e+01 
 1.54170045e+04 -2.37782336e+01 -2.37009155e+01 
 1.55596563e+04 -2.38579015e+01 -2.37741888e+01 
 1.57036280e+04 -2.39375754e+01 -2.38473465e+01 
 1.58489319e+04 -2.40172553e+01 -2.39203863e+01 
 1.59955803e+04 -2.40969409e+01 -2.39933056e+01 
 1.61435856e+04 -2.41766323e+01 -2.40661019e+01 
 1.62929603e+04 -2.42563293e+01 -2.41387727e+01 
 1.64437172e+04 -2.43360318e+01 -2.42113154e+01 
 1.65958691e+04 -2.44157397e+01 -2.42837272e+01 
 1.67494288e+04 -2.44954530e+01 -2.43560054e+01 
 1.69044093e+04 -2.45751714e+01 -2.44281474e+01 
 1.70608239e+04 -2.46548950e+01 -2.45001502e+01 
 1.72186857e+04 -2.47346236e+01 -2.45720111e+01 
 1.73780083e+04 -2.48143571e+01 -2.46437270e+01 
 1.75388050e+04 -2.48940955e+01 -2.47152950e+01 
 1.77010896e+04 -2.49738386e+01 -2.47867121e+01 
 1.78648757e+04 -2.50535864e+01 -2.48579752e+01 
 1.80301774e+04 -2.51333388e+01 -2.49290811e+01 
 1.81970086e+04 -2.52130957e+01 -2.50000266e+01 
 1.83653834e+04 -2.52928570e+01 -2.50708084e+01 
 1.85353162e+04 -2.53726227e+01 -2.51414231e+01 
 1.87068214e+04 -2.54523927e+01 -2.52118675e+01 
 1.88799135e+04 -2.55321668e+01 -2.52821379e+01 
 1.90546072e+04 -2.56119450e+01 -2.53522309e+01 
 1.92309173e+04 -2.56917273e+01 -2.54221429e+01 
 1.94088588e+04 -2.57715135e+01 -2.54918701e+01 
 1.95884467e+04 -2.58513037e+01 -2.55614088e+01 
 1.97696964e+04 -2.59310976e+01 -2.56307552e+01 
 1.99526231e+04 -2.60108953e+01 -2.56999054e+01 
 2.01372425e+04 -2.60906967e+01 -2.57688553e+01 
 2.03235701e+04 -2.61705017e+01 -2.58376010e+01 
 2.05116218e+04 -2.62503102e+01 -2.59061382e+01 
 2.07014135e+04 -2.63301223e+01 -2.59744628e+01 
 2.08929613e+04 -2.64099377e+01 -2.60425705e+01 
 2.10862815e+04 -2.64897566e+01 -2.61104567e+01 
 2.12813905e+04 -2.65695787e+01 -2.61781171e+01 
 2.14783047e+04 -2.66494040e+01 -2.62455471e+01 
 2.16770410e+04 -2.67292326e+01 -2.63127419e+01 
 2.18776162e+04 -2.68090642e+01 -2.63796968e+01 
 2.20800473e+04 -2.68888990e+01 -2.64464069e+01 
 2.22843515e+04 -2.69687367e+01 -2.65128673e+01 
 2.24905461e+04 -2.70485774e+01 -2.65790728e+01 
 2.26986485e+04 -2.71284210e+01 -2.66450183e+01 
 2.29086765e+04 -2.72082674e+01 -2.67106985e+01 
 2.31206479e+04 -2.72881167e+01 -2.67761080e+01 
 2.33345806e+04 -2.73679687e+01 -2.68412413e+01 
 2.35504928e+04 -2.74478234e+01 -2.69060927e+01 
 2.37684029e+04 -2.75276807e+01 -2.69706565e+01 
 2.39883292e+04 -2.76075406e+01 -2.70349268e+01 
 2.42102905e+04 -2.76874031e+01 -2.70988976e+01 
 2.44343055e+04 -2.77672681e+01 -2.71625627e+01 
 2.46603934e+04 -2.78471356e+01 -2.72259160e+01 
 2.48885732e+04 -2.79270054e+01 -2.72889510e+01 
 2.51188643e+04 -2.80068777e+01 -2.73516612e+01 
 2.53512863e+04 -2.80867522e+01 -2.74140399e+01 
 2.55858589e+04 -2.81666291e+01 -2.74760802e+01 
 2.58226019e+04 -2.82465082e+01 -2.75377753e+01 
 2.60615355e+04 -2.83263895e+01 -2.75991180e+01 
 2.63026799e+04 -2.84062729e+01 -2.76601009e+01 
 2.65460556e+04 -2.84861585e+01 -2.77207168e+01 
 2.67916832e+04 -2.85660462e+01 -2.77809578e+01 
 2.70395836e+04 -2.86459359e+01 -2.78408164e+01 
 2.72897778e+04 -2.87258276e+01 -2.79002845e+01 
 2.75422870e+04 -2.88057213e+01 -2.79593539e+01 
 2.77971327e+04 -2.88856170e+01 -2.80180165e+01 
 2.80543364e+04 -2.89655145e+01 -2.80762636e+01 
 2.83139200e+04 -2.90454139e+01 -2.81340866e+01 
 2.85759054e+04 -2.91253152e+01 -2.81914766e+01 
 2.88403150e+04 -2.92052182e+01 -2.82484244e+01 
 2.91071712e+04 -2.92851230e+01 -2.83049208e+01 
 2.93764965e+04 -2.93650296e+01 -2.83609563e+01 
 2.96483139e+04 -2.94449378e+01 -2.84165211e+01 
 2.99226464e+04 -2.95248478e+01 -2.84716052e+01 
 3.01995172e+04 -2.96047593e+01 -2.85261985e+01 
 3.04789499e+04 -2.96846725e+01 -2.85802904e+01 
 3.07609681e+04 -2.97645873e+01 -2.86338703e+01 
 3.10455959e+04 -2.98445036e+01 -2.86869272e+01 
 3.13328572e+04 -2.99244214e+01 -2.87394500e+01 
 3.16227766e+04 -3.00043408e+01 -2.87914270e+01 
 3.19153786e+04 -3.00842616e+01 -2.88428467e+01 
 3.22106879e+04 -3.01641838e+01 -2.88936968e+01 
 3.25087297e+04 -3.02441075e+01 -2.89439652e+01 
 3.28095293e+04 -3.03240326e+01 -2.89936391e+01 
 3.31131121e+04 -3.04039590e+01 -2.90427055e+01 
 3.34195040e+04 -3.04838868e+01 -2.90911513e+01 
 3.37287309e+04 -3.05638159e+01 -2.91389628e+01 
 3.40408190e+04 -3.06437463e+01 -2.91861260e+01 
 3.43557948e+04 -3.07236779e+01 -2.92326266e+01 
 3.46736850e+04 -3.08036108e+01 -2.92784500e+01 
 3.49945167e+04 -3.08835449e+01 -2.93235812e+01 
 3.53183170e+04 -3.09634802e+01 -2.93680046e+01 
 3.56451133e+04 -3.10434168e+01 -2.94117044e+01 
 3.59749335e+04 -3.11233544e+01 -2.94546645e+01 
 3.63078055e+04 -3.12032932e+01 -2.94968681e+01 
 3.66437575e+04 -3.12832331e+01 -2.95382982e+01 
 3.69828180e+04 -3.13631741e+01 -2.95789371e+01 
 3.73250158e+04 -3.14431162e+01 -2.96187669e+01 
 3.76703799e+04 -3.15230594e+01 -2.96577689e+01 
 3.80189396e+04 -3.16030035e+01 -2.96959242e+01 
 3.83707245e+04 -3.16829487e+01 -2.97332132e+01 
