 frequency       HctmagdB        Hsc1magdB       Hsc2magdB       Hsc3magdB       Hsc4magdB       Hsc5magdB      
 3.82390470e+04 -3.16531103e+01 -2.92441396e+01 -2.97086660e+01 -2.97192845e+01 -2.97193976e+01 -2.97193982e+01 
 3.84392462e+04 -3.16984355e+01 -2.92653273e+01 -2.97295323e+01 -2.97402191e+01 -2.97403342e+01 -2.97403348e+01 
 3.86394454e+04 -3.17435256e+01 -2.92862212e+01 -2.97500097e+01 -2.97607611e+01 -2.97608780e+01 -2.97608787e+01 
 3.88396446e+04 -3.17883829e+01 -2.93068245e+01 -2.97701004e+01 -2.97809122e+01 -2.97810311e+01 -2.97810318e+01 
 3.90398438e+04 -3.18330100e+01 -2.93271401e+01 -2.97898063e+01 -2.98006743e+01 -2.98007951e+01 -2.98007958e+01 
 3.92400430e+04 -3.18774091e+01 -2.93471712e+01 -2.98091294e+01 -2.98200492e+01 -2.98201718e+01 -2.98201725e+01 
 3.94402422e+04 -3.19215825e+01 -2.93669207e+01 -2.98280715e+01 -2.98390385e+01 -2.98391629e+01 -2.98391637e+01 
 3.96404414e+04 -3.19655326e+01 -2.93863915e+01 -2.98466345e+01 -2.98576440e+01 -2.98577702e+01 -2.98577710e+01 
 3.98406406e+04 -3.20092615e+01 -2.94055866e+01 -2.98648203e+01 -2.98758673e+01 -2.98759952e+01 -2.98759960e+01 
 4.00408398e+04 -3.20527715e+01 -2.94245088e+01 -2.98826307e+01 -2.98937100e+01 -2.98938396e+01 -2.98938404e+01 
 4.02410390e+04 -3.20960648e+01 -2.94431609e+01 -2.99000674e+01 -2.99111737e+01 -2.99113049e+01 -2.99113057e+01 
 4.04412382e+04 -3.21391435e+01 -2.94615458e+01 -2.99171322e+01 -2.99282598e+01 -2.99283926e+01 -2.99283935e+01 
 4.06414374e+04 -3.21820097e+01 -2.94796662e+01 -2.99338267e+01 -2.99449699e+01 -2.99451043e+01 -2.99451052e+01 
 4.08416366e+04 -3.22246656e+01 -2.94975248e+01 -2.99501526e+01 -2.99613054e+01 -2.99614413e+01 -2.99614422e+01 
 4.10418358e+04 -3.22671131e+01 -2.95151244e+01 -2.99661116e+01 -2.99772678e+01 -2.99774050e+01 -2.99774059e+01 
 4.12420350e+04 -3.23093543e+01 -2.95324676e+01 -2.99817051e+01 -2.99928584e+01 -2.99929969e+01 -2.99929978e+01 
 4.14422342e+04 -3.23513912e+01 -2.95495569e+01 -2.99969349e+01 -3.00080785e+01 -3.00082182e+01 -3.00082192e+01 
 4.16424334e+04 -3.23932257e+01 -2.95663951e+01 -3.00118024e+01 -3.00229294e+01 -3.00230703e+01 -3.00230713e+01 
 4.18426326e+04 -3.24348599e+01 -2.95829847e+01 -3.00263091e+01 -3.00374124e+01 -3.00375544e+01 -3.00375553e+01 
 4.20428318e+04 -3.24762955e+01 -2.95993282e+01 -3.00404564e+01 -3.00515287e+01 -3.00516717e+01 -3.00516727e+01 
 4.22430310e+04 -3.25175345e+01 -2.96154281e+01 -3.00542459e+01 -3.00652796e+01 -3.00654234e+01 -3.00654244e+01 
 4.24432302e+04 -3.25585788e+01 -2.96312869e+01 -3.00676789e+01 -3.00786662e+01 -3.00788107e+01 -3.00788117e+01 
 4.26434294e+04 -3.25994301e+01 -2.96469070e+01 -3.00807568e+01 -3.00916895e+01 -3.00918347e+01 -3.00918357e+01 
 4.28436286e+04 -3.26400903e+01 -2.96622909e+01 -3.00934810e+01 -3.01043508e+01 -3.01044964e+01 -3.01044975e+01 
 4.30438278e+04 -3.26805611e+01 -2.96774408e+01 -3.01058528e+01 -3.01166510e+01 -3.01167970e+01 -3.01167981e+01 
 4.32440270e+04 -3.27208444e+01 -2.96923593e+01 -3.01178734e+01 -3.01285912e+01 -3.01287374e+01 -3.01287385e+01 
 4.34442262e+04 -3.27609417e+01 -2.97070486e+01 -3.01295442e+01 -3.01401723e+01 -3.01403187e+01 -3.01403198e+01 
 4.36444254e+04 -3.28008550e+01 -2.97215110e+01 -3.01408664e+01 -3.01513955e+01 -3.01515418e+01 -3.01515429e+01 
 4.38446246e+04 -3.28405857e+01 -2.97357488e+01 -3.01518411e+01 -3.01622615e+01 -3.01624076e+01 -3.01624087e+01 
 4.40448238e+04 -3.28801357e+01 -2.97497643e+01 -3.01624697e+01 -3.01727712e+01 -3.01729169e+01 -3.01729181e+01 
 4.42450230e+04 -3.29195064e+01 -2.97635596e+01 -3.01727532e+01 -3.01829257e+01 -3.01830708e+01 -3.01830719e+01 
 4.44452222e+04 -3.29586996e+01 -2.97771370e+01 -3.01826928e+01 -3.01927256e+01 -3.01928699e+01 -3.01928710e+01 
 4.46454214e+04 -3.29977169e+01 -2.97904986e+01 -3.01922896e+01 -3.02021718e+01 -3.02023151e+01 -3.02023163e+01 
 4.48456206e+04 -3.30365597e+01 -2.98036465e+01 -3.02015447e+01 -3.02112650e+01 -3.02114072e+01 -3.02114083e+01 
 4.50458198e+04 -3.30752297e+01 -2.98165830e+01 -3.02104592e+01 -3.02200061e+01 -3.02201469e+01 -3.02201480e+01 
 4.52460190e+04 -3.31137284e+01 -2.98293101e+01 -3.02190340e+01 -3.02283957e+01 -3.02285349e+01 -3.02285360e+01 
 4.54462182e+04 -3.31520572e+01 -2.98418298e+01 -3.02272703e+01 -3.02364345e+01 -3.02365718e+01 -3.02365729e+01 
 4.56464174e+04 -3.31902178e+01 -2.98541443e+01 -3.02351690e+01 -3.02441232e+01 -3.02442584e+01 -3.02442595e+01 
 4.58466166e+04 -3.32282115e+01 -2.98662556e+01 -3.02427310e+01 -3.02514624e+01 -3.02515952e+01 -3.02515963e+01 
 4.60468158e+04 -3.32660399e+01 -2.98781655e+01 -3.02499574e+01 -3.02584527e+01 -3.02585829e+01 -3.02585840e+01 
 4.62470150e+04 -3.33037042e+01 -2.98898763e+01 -3.02568490e+01 -3.02650948e+01 -3.02652220e+01 -3.02652230e+01 
 4.64472142e+04 -3.33412061e+01 -2.99013897e+01 -3.02634067e+01 -3.02713890e+01 -3.02715129e+01 -3.02715140e+01 
 4.66474134e+04 -3.33785467e+01 -2.99127078e+01 -3.02696315e+01 -3.02773360e+01 -3.02774564e+01 -3.02774574e+01 
 4.68476126e+04 -3.34157277e+01 -2.99238324e+01 -3.02755241e+01 -3.02829362e+01 -3.02830527e+01 -3.02830537e+01 
 4.70478118e+04 -3.34527502e+01 -2.99347655e+01 -3.02810855e+01 -3.02881901e+01 -3.02883024e+01 -3.02883034e+01 
 4.72480110e+04 -3.34896156e+01 -2.99455089e+01 -3.02863165e+01 -3.02930981e+01 -3.02932058e+01 -3.02932068e+01 
 4.74482102e+04 -3.35263253e+01 -2.99560645e+01 -3.02912177e+01 -3.02976607e+01 -3.02977634e+01 -3.02977644e+01 
 4.76484094e+04 -3.35628806e+01 -2.99664341e+01 -3.02957901e+01 -3.03018781e+01 -3.03019756e+01 -3.03019765e+01 
 4.78486086e+04 -3.35992828e+01 -2.99766195e+01 -3.03000343e+01 -3.03057509e+01 -3.03058426e+01 -3.03058434e+01 
 4.80488078e+04 -3.36355331e+01 -2.99866226e+01 -3.03039512e+01 -3.03092792e+01 -3.03093647e+01 -3.03093655e+01 
 4.82490070e+04 -3.36716327e+01 -2.99964451e+01 -3.03075413e+01 -3.03124633e+01 -3.03125423e+01 -3.03125431e+01 
 4.84492062e+04 -3.37075831e+01 -3.00060887e+01 -3.03108054e+01 -3.03153037e+01 -3.03153756e+01 -3.03153763e+01 
 4.86494054e+04 -3.37433853e+01 -3.00155553e+01 -3.03137443e+01 -3.03178004e+01 -3.03178648e+01 -3.03178654e+01 
 4.88496046e+04 -3.37790406e+01 -3.00248464e+01 -3.03163584e+01 -3.03199537e+01 -3.03200101e+01 -3.03200107e+01 
 4.90498038e+04 -3.38145503e+01 -3.00339639e+01 -3.03186486e+01 -3.03217638e+01 -3.03218118e+01 -3.03218122e+01 
 4.92500030e+04 -3.38499153e+01 -3.00429094e+01 -3.03206153e+01 -3.03232309e+01 -3.03232698e+01 -3.03232702e+01 
 4.94502022e+04 -3.38851371e+01 -3.00516845e+01 -3.03222592e+01 -3.03243550e+01 -3.03243844e+01 -3.03243847e+01 
 4.96504014e+04 -3.39202166e+01 -3.00602909e+01 -3.03235808e+01 -3.03251363e+01 -3.03251556e+01 -3.03251558e+01 
 4.98506006e+04 -3.39551552e+01 -3.00687303e+01 -3.03245808e+01 -3.03255750e+01 -3.03255835e+01 -3.03255836e+01 
 5.00507998e+04 -3.39899537e+01 -3.00770043e+01 -3.03252597e+01 -3.03256709e+01 -3.03256682e+01 -3.03256682e+01 
 5.02509990e+04 -3.40246135e+01 -3.00851144e+01 -3.03256179e+01 -3.03254242e+01 -3.03254096e+01 -3.03254094e+01 
 5.04511982e+04 -3.40591356e+01 -3.00930622e+01 -3.03256560e+01 -3.03248349e+01 -3.03248077e+01 -3.03248074e+01 
 5.06513974e+04 -3.40935211e+01 -3.01008493e+01 -3.03253745e+01 -3.03239030e+01 -3.03238624e+01 -3.03238620e+01 
 5.08515966e+04 -3.41277710e+01 -3.01084772e+01 -3.03247739e+01 -3.03226283e+01 -3.03225738e+01 -3.03225732e+01 
 5.10517958e+04 -3.41618865e+01 -3.01159476e+01 -3.03238545e+01 -3.03210108e+01 -3.03209416e+01 -3.03209409e+01 
 5.12519950e+04 -3.41958685e+01 -3.01232617e+01 -3.03226169e+01 -3.03190505e+01 -3.03189659e+01 -3.03189650e+01 
 5.14521942e+04 -3.42297182e+01 -3.01304213e+01 -3.03210614e+01 -3.03167471e+01 -3.03166463e+01 -3.03166452e+01 
 5.16523934e+04 -3.42634365e+01 -3.01374277e+01 -3.03191885e+01 -3.03141006e+01 -3.03139827e+01 -3.03139815e+01 
 5.18525926e+04 -3.42970245e+01 -3.01442825e+01 -3.03169985e+01 -3.03111107e+01 -3.03109750e+01 -3.03109735e+01 
 5.20527918e+04 -3.43304831e+01 -3.01509870e+01 -3.03144918e+01 -3.03077772e+01 -3.03076229e+01 -3.03076212e+01 
 5.22529910e+04 -3.43638134e+01 -3.01575427e+01 -3.03116687e+01 -3.03041000e+01 -3.03039260e+01 -3.03039241e+01 
 5.24531902e+04 -3.43970163e+01 -3.01639511e+01 -3.03085296e+01 -3.03000786e+01 -3.02998842e+01 -3.02998820e+01 
 5.26533894e+04 -3.44300929e+01 -3.01702135e+01 -3.03050748e+01 -3.02957130e+01 -3.02954971e+01 -3.02954946e+01 
 5.28535886e+04 -3.44630440e+01 -3.01763314e+01 -3.03013045e+01 -3.02910026e+01 -3.02907643e+01 -3.02907616e+01 
 5.30537878e+04 -3.44958706e+01 -3.01823061e+01 -3.02972191e+01 -3.02859473e+01 -3.02856855e+01 -3.02856825e+01 
 5.32539870e+04 -3.45285737e+01 -3.01881389e+01 -3.02928188e+01 -3.02805465e+01 -3.02802603e+01 -3.02802570e+01 
 5.34541862e+04 -3.45611541e+01 -3.01938313e+01 -3.02881039e+01 -3.02748000e+01 -3.02744882e+01 -3.02744846e+01 
 5.36543854e+04 -3.45936128e+01 -3.01993846e+01 -3.02830745e+01 -3.02687073e+01 -3.02683688e+01 -3.02683649e+01 
 5.38545846e+04 -3.46259508e+01 -3.02048000e+01 -3.02777310e+01 -3.02622679e+01 -3.02619017e+01 -3.02618973e+01 
 5.40547838e+04 -3.46581688e+01 -3.02100790e+01 -3.02720734e+01 -3.02554814e+01 -3.02550861e+01 -3.02550815e+01 
 5.42549830e+04 -3.46902678e+01 -3.02152228e+01 -3.02661020e+01 -3.02483473e+01 -3.02479218e+01 -3.02479167e+01 
 5.44551822e+04 -3.47222486e+01 -3.02202326e+01 -3.02598170e+01 -3.02408649e+01 -3.02404079e+01 -3.02404024e+01 
 5.46553814e+04 -3.47541122e+01 -3.02251098e+01 -3.02532184e+01 -3.02330339e+01 -3.02325441e+01 -3.02325381e+01 
 5.48555806e+04 -3.47858593e+01 -3.02298557e+01 -3.02463064e+01 -3.02248535e+01 -3.02243295e+01 -3.02243231e+01 
 5.50557798e+04 -3.48174909e+01 -3.02344714e+01 -3.02390812e+01 -3.02163231e+01 -3.02157636e+01 -3.02157568e+01 
 5.52559790e+04 -3.48490077e+01 -3.02389582e+01 -3.02315427e+01 -3.02074421e+01 -3.02068457e+01 -3.02068383e+01 
 5.54561782e+04 -3.48804107e+01 -3.02433173e+01 -3.02236912e+01 -3.01982099e+01 -3.01975751e+01 -3.01975671e+01 
 5.56563774e+04 -3.49117005e+01 -3.02475499e+01 -3.02155266e+01 -3.01886257e+01 -3.01879509e+01 -3.01879424e+01 
 5.58565766e+04 -3.49428781e+01 -3.02516573e+01 -3.02070490e+01 -3.01786888e+01 -3.01779724e+01 -3.01779634e+01 
 5.60567758e+04 -3.49739441e+01 -3.02556406e+01 -3.01982584e+01 -3.01683983e+01 -3.01676389e+01 -3.01676292e+01 
 5.62569750e+04 -3.50048995e+01 -3.02595010e+01 -3.01891549e+01 -3.01577537e+01 -3.01569494e+01 -3.01569391e+01 
 5.64571742e+04 -3.50357451e+01 -3.02632396e+01 -3.01797384e+01 -3.01467539e+01 -3.01459031e+01 -3.01458921e+01 
 5.66573734e+04 -3.50664814e+01 -3.02668577e+01 -3.01700090e+01 -3.01353981e+01 -3.01344991e+01 -3.01344873e+01 
 5.68575726e+04 -3.50971095e+01 -3.02703563e+01 -3.01599665e+01 -3.01236855e+01 -3.01227364e+01 -3.01227239e+01 
 5.70577718e+04 -3.51276299e+01 -3.02737365e+01 -3.01496109e+01 -3.01116152e+01 -3.01106141e+01 -3.01106008e+01 
 5.72579710e+04 -3.51580436e+01 -3.02769995e+01 -3.01389422e+01 -3.00991861e+01 -3.00981312e+01 -3.00981171e+01 
 5.74581702e+04 -3.51883511e+01 -3.02801465e+01 -3.01279603e+01 -3.00863974e+01 -3.00852866e+01 -3.00852716e+01 
 5.76583694e+04 -3.52185533e+01 -3.02831784e+01 -3.01166650e+01 -3.00732480e+01 -3.00720792e+01 -3.00720634e+01 
 5.78585686e+04 -3.52486508e+01 -3.02860964e+01 -3.01050563e+01 -3.00597369e+01 -3.00585080e+01 -3.00584913e+01 
 5.80587678e+04 -3.52786445e+01 -3.02889015e+01 -3.00931340e+01 -3.00458630e+01 -3.00445719e+01 -3.00445542e+01 
 5.82589670e+04 -3.53085350e+01 -3.02915949e+01 -3.00808980e+01 -3.00316251e+01 -3.00302696e+01 -3.00302509e+01 
 5.84591662e+04 -3.53383229e+01 -3.02941775e+01 -3.00683480e+01 -3.00170222e+01 -3.00156000e+01 -3.00155802e+01 
 5.86593654e+04 -3.53680092e+01 -3.02966504e+01 -3.00554839e+01 -3.00020531e+01 -3.00005618e+01 -3.00005409e+01 
 5.88595646e+04 -3.53975943e+01 -3.02990147e+01 -3.00423056e+01 -2.99867166e+01 -2.99851538e+01 -2.99851316e+01 
 5.90597638e+04 -3.54270790e+01 -3.03012713e+01 -3.00288127e+01 -2.99710114e+01 -2.99693745e+01 -2.99693512e+01 
 5.92599630e+04 -3.54564640e+01 -3.03034213e+01 -3.00150050e+01 -2.99549363e+01 -2.99532228e+01 -2.99531982e+01 
 5.94601622e+04 -3.54857500e+01 -3.03054657e+01 -3.00008823e+01 -2.99384899e+01 -2.99366972e+01 -2.99366713e+01 
 5.96603614e+04 -3.55149376e+01 -3.03074055e+01 -2.99864443e+01 -2.99216709e+01 -2.99197962e+01 -2.99197689e+01 
 5.98605606e+04 -3.55440274e+01 -3.03092416e+01 -2.99716907e+01 -2.99044780e+01 -2.99025185e+01 -2.99024898e+01 
 6.00607598e+04 -3.55730202e+01 -3.03109750e+01 -2.99566212e+01 -2.98869096e+01 -2.98848625e+01 -2.98848323e+01 
 6.02609590e+04 -3.56019166e+01 -3.03126068e+01 -2.99412355e+01 -2.98689645e+01 -2.98668267e+01 -2.98667949e+01 
 6.04611582e+04 -3.56307171e+01 -3.03141378e+01 -2.99255332e+01 -2.98506409e+01 -2.98484095e+01 -2.98483761e+01 
 6.06613574e+04 -3.56594225e+01 -3.03155691e+01 -2.99095140e+01 -2.98319376e+01 -2.98296093e+01 -2.98295742e+01 
 6.08615566e+04 -3.56880334e+01 -3.03169014e+01 -2.98931774e+01 -2.98128527e+01 -2.98104245e+01 -2.98103876e+01 
 6.10617558e+04 -3.57165504e+01 -3.03181359e+01 -2.98765231e+01 -2.97933849e+01 -2.97908533e+01 -2.97908146e+01 
 6.12619550e+04 -3.57449741e+01 -3.03192733e+01 -2.98595507e+01 -2.97735323e+01 -2.97708940e+01 -2.97708534e+01 
 6.14621542e+04 -3.57733051e+01 -3.03203146e+01 -2.98422597e+01 -2.97532934e+01 -2.97505448e+01 -2.97505022e+01 
 6.16623534e+04 -3.58015440e+01 -3.03212608e+01 -2.98246496e+01 -2.97326664e+01 -2.97298039e+01 -2.97297593e+01 
 6.18625526e+04 -3.58296914e+01 -3.03221126e+01 -2.98067201e+01 -2.97116495e+01 -2.97086695e+01 -2.97086227e+01 
 6.20627518e+04 -3.58577479e+01 -3.03228711e+01 -2.97884705e+01 -2.96902409e+01 -2.96871396e+01 -2.96870906e+01 
 6.22629510e+04 -3.58857141e+01 -3.03235370e+01 -2.97699005e+01 -2.96684388e+01 -2.96652122e+01 -2.96651609e+01 
 6.24631502e+04 -3.59135906e+01 -3.03241112e+01 -2.97510094e+01 -2.96462413e+01 -2.96428854e+01 -2.96428317e+01 
 6.26633493e+04 -3.59413779e+01 -3.03245946e+01 -2.97317966e+01 -2.96236464e+01 -2.96201571e+01 -2.96201009e+01 
 6.28635485e+04 -3.59690767e+01 -3.03249881e+01 -2.97122617e+01 -2.96006521e+01 -2.95970252e+01 -2.95969663e+01 
 6.30637477e+04 -3.59966874e+01 -3.03252924e+01 -2.96924041e+01 -2.95772564e+01 -2.95734876e+01 -2.95734260e+01 
 6.32639469e+04 -3.60242106e+01 -3.03255085e+01 -2.96722230e+01 -2.95534573e+01 -2.95495420e+01 -2.95494776e+01 
 6.34641461e+04 -3.60516470e+01 -3.03256372e+01 -2.96517180e+01 -2.95292526e+01 -2.95251863e+01 -2.95251189e+01 
 6.36643453e+04 -3.60789969e+01 -3.03256792e+01 -2.96308882e+01 -2.95046401e+01 -2.95004180e+01 -2.95003476e+01 
 6.38645445e+04 -3.61062610e+01 -3.03256354e+01 -2.96097332e+01 -2.94796177e+01 -2.94752349e+01 -2.94751613e+01 
 6.40647437e+04 -3.61334399e+01 -3.03255066e+01 -2.95882521e+01 -2.94541829e+01 -2.94496346e+01 -2.94495577e+01 
 6.42649429e+04 -3.61605340e+01 -3.03252936e+01 -2.95664442e+01 -2.94283336e+01 -2.94236145e+01 -2.94235342e+01 
 6.44651421e+04 -3.61875438e+01 -3.03249972e+01 -2.95443088e+01 -2.94020674e+01 -2.93971723e+01 -2.93970884e+01 
 6.46653413e+04 -3.62144699e+01 -3.03246182e+01 -2.95218452e+01 -2.93753817e+01 -2.93703052e+01 -2.93702177e+01 
 6.48655405e+04 -3.62413129e+01 -3.03241573e+01 -2.94990525e+01 -2.93482742e+01 -2.93430108e+01 -2.93429195e+01 
 6.50657397e+04 -3.62680732e+01 -3.03236153e+01 -2.94759300e+01 -2.93207424e+01 -2.93152862e+01 -2.93151910e+01 
 6.52659389e+04 -3.62947512e+01 -3.03229930e+01 -2.94524768e+01 -2.92927835e+01 -2.92871289e+01 -2.92870295e+01 
 6.54661381e+04 -3.63213477e+01 -3.03222912e+01 -2.94286921e+01 -2.92643950e+01 -2.92585358e+01 -2.92584322e+01 
 6.56663373e+04 -3.63478629e+01 -3.03215105e+01 -2.94045750e+01 -2.92355741e+01 -2.92295043e+01 -2.92293962e+01 
 6.58665365e+04 -3.63742975e+01 -3.03206517e+01 -2.93801245e+01 -2.92063182e+01 -2.92000313e+01 -2.91999187e+01 
 6.60667357e+04 -3.64006519e+01 -3.03197156e+01 -2.93553399e+01 -2.91766244e+01 -2.91701139e+01 -2.91699965e+01 
 6.62669349e+04 -3.64269265e+01 -3.03187028e+01 -2.93302200e+01 -2.91464897e+01 -2.91397490e+01 -2.91396266e+01 
 6.64671341e+04 -3.64531220e+01 -3.03176142e+01 -2.93047640e+01 -2.91159113e+01 -2.91089335e+01 -2.91088060e+01 
 6.66673333e+04 -3.64792387e+01 -3.03164503e+01 -2.92789709e+01 -2.90848861e+01 -2.90776641e+01 -2.90775313e+01 
 6.68675325e+04 -3.65052771e+01 -3.03152120e+01 -2.92528396e+01 -2.90534111e+01 -2.90459377e+01 -2.90457994e+01 
 6.70677317e+04 -3.65312378e+01 -3.03138999e+01 -2.92263691e+01 -2.90214831e+01 -2.90137508e+01 -2.90136068e+01 
 6.72679309e+04 -3.65571211e+01 -3.03125147e+01 -2.91995583e+01 -2.89890989e+01 -2.89811001e+01 -2.89809502e+01 
 6.74681301e+04 -3.65829275e+01 -3.03110572e+01 -2.91724061e+01 -2.89562552e+01 -2.89479820e+01 -2.89478260e+01 
 6.76683293e+04 -3.66086574e+01 -3.03095279e+01 -2.91449114e+01 -2.89229487e+01 -2.89143931e+01 -2.89142308e+01 
 6.78685285e+04 -3.66343114e+01 -3.03079275e+01 -2.91170730e+01 -2.88891760e+01 -2.88803297e+01 -2.88801607e+01 
 6.80687277e+04 -3.66598899e+01 -3.03062568e+01 -2.90888898e+01 -2.88549335e+01 -2.88457880e+01 -2.88456122e+01 
 6.82689269e+04 -3.66853933e+01 -3.03045164e+01 -2.90603605e+01 -2.88202177e+01 -2.88107642e+01 -2.88105814e+01 
 6.84691261e+04 -3.67108220e+01 -3.03027069e+01 -2.90314839e+01 -2.87850249e+01 -2.87752545e+01 -2.87750644e+01 
 6.86693253e+04 -3.67361765e+01 -3.03008290e+01 -2.90022587e+01 -2.87493514e+01 -2.87392549e+01 -2.87390572e+01 
 6.88695245e+04 -3.67614572e+01 -3.02988833e+01 -2.89726836e+01 -2.87131934e+01 -2.87027613e+01 -2.87025557e+01 
 6.90697237e+04 -3.67866646e+01 -3.02968705e+01 -2.89427573e+01 -2.86765470e+01 -2.86657696e+01 -2.86655559e+01 
 6.92699229e+04 -3.68117991e+01 -3.02947912e+01 -2.89124785e+01 -2.86394082e+01 -2.86282755e+01 -2.86280534e+01 
 6.94701221e+04 -3.68368610e+01 -3.02926461e+01 -2.88818457e+01 -2.86017729e+01 -2.85902747e+01 -2.85900439e+01 
 6.96703213e+04 -3.68618509e+01 -3.02904357e+01 -2.88508575e+01 -2.85636370e+01 -2.85517627e+01 -2.85515229e+01 
 6.98705205e+04 -3.68867691e+01 -3.02881607e+01 -2.88195125e+01 -2.85249962e+01 -2.85127351e+01 -2.85124859e+01 
 7.00707197e+04 -3.69116160e+01 -3.02858217e+01 -2.87878092e+01 -2.84858463e+01 -2.84731871e+01 -2.84729283e+01 
 7.02709189e+04 -3.69363921e+01 -3.02834192e+01 -2.87557460e+01 -2.84461827e+01 -2.84331141e+01 -2.84328453e+01 
 7.04711181e+04 -3.69610977e+01 -3.02809540e+01 -2.87233214e+01 -2.84060009e+01 -2.83925112e+01 -2.83922321e+01 
 7.06713173e+04 -3.69857332e+01 -3.02784265e+01 -2.86905339e+01 -2.83652963e+01 -2.83513735e+01 -2.83510836e+01 
 7.08715165e+04 -3.70102991e+01 -3.02758373e+01 -2.86573817e+01 -2.83240641e+01 -2.83096958e+01 -2.83093948e+01 
 7.10717157e+04 -3.70347957e+01 -3.02731872e+01 -2.86238633e+01 -2.82822995e+01 -2.82674730e+01 -2.82671606e+01 
 7.12719149e+04 -3.70592234e+01 -3.02704765e+01 -2.85899769e+01 -2.82399976e+01 -2.82246998e+01 -2.82243755e+01 
 7.14721141e+04 -3.70835827e+01 -3.02677060e+01 -2.85557208e+01 -2.81971532e+01 -2.81813708e+01 -2.81810342e+01 
 7.16723133e+04 -3.71078738e+01 -3.02648761e+01 -2.85210933e+01 -2.81537613e+01 -2.81374804e+01 -2.81371311e+01 
 7.18725125e+04 -3.71320972e+01 -3.02619874e+01 -2.84860925e+01 -2.81098164e+01 -2.80930230e+01 -2.80926604e+01 
 7.20727117e+04 -3.71562532e+01 -3.02590405e+01 -2.84507165e+01 -2.80653133e+01 -2.80479927e+01 -2.80476165e+01 
 7.22729109e+04 -3.71803423e+01 -3.02560360e+01 -2.84149635e+01 -2.80202462e+01 -2.80023835e+01 -2.80019933e+01 
 7.24731101e+04 -3.72043648e+01 -3.02529743e+01 -2.83788316e+01 -2.79746097e+01 -2.79561895e+01 -2.79557847e+01 
 7.26733093e+04 -3.72283210e+01 -3.02498561e+01 -2.83423188e+01 -2.79283978e+01 -2.79094044e+01 -2.79089844e+01 
 7.28735085e+04 -3.72522113e+01 -3.02466818e+01 -2.83054230e+01 -2.78816047e+01 -2.78620218e+01 -2.78615862e+01 
 7.30737077e+04 -3.72760361e+01 -3.02434519e+01 -2.82681422e+01 -2.78342242e+01 -2.78140352e+01 -2.78135834e+01 
 7.32739069e+04 -3.72997958e+01 -3.02401672e+01 -2.82304744e+01 -2.77862502e+01 -2.77654378e+01 -2.77649694e+01 
 7.34741061e+04 -3.73234906e+01 -3.02368279e+01 -2.81924173e+01 -2.77376763e+01 -2.77162230e+01 -2.77157373e+01 
 7.36743053e+04 -3.73471210e+01 -3.02334347e+01 -2.81539688e+01 -2.76884959e+01 -2.76663836e+01 -2.76658801e+01 
 7.38745045e+04 -3.73706873e+01 -3.02299881e+01 -2.81151266e+01 -2.76387025e+01 -2.76159125e+01 -2.76153905e+01 
 7.40747037e+04 -3.73941899e+01 -3.02264885e+01 -2.80758885e+01 -2.75882892e+01 -2.75648024e+01 -2.75642612e+01 
 7.42749029e+04 -3.74176290e+01 -3.02229365e+01 -2.80362521e+01 -2.75372491e+01 -2.75130457e+01 -2.75124847e+01 
 7.44751021e+04 -3.74410051e+01 -3.02193326e+01 -2.79962150e+01 -2.74855749e+01 -2.74606347e+01 -2.74600533e+01 
 7.46753013e+04 -3.74643184e+01 -3.02156773e+01 -2.79557748e+01 -2.74332593e+01 -2.74075615e+01 -2.74069589e+01 
 7.48755005e+04 -3.74875693e+01 -3.02119710e+01 -2.79149291e+01 -2.73802949e+01 -2.73538180e+01 -2.73531935e+01 
 7.50756997e+04 -3.75107582e+01 -3.02082143e+01 -2.78736751e+01 -2.73266739e+01 -2.72993959e+01 -2.72987488e+01 
 7.52758989e+04 -3.75338854e+01 -3.02044076e+01 -2.78320105e+01 -2.72723885e+01 -2.72442867e+01 -2.72436162e+01 
 7.54760981e+04 -3.75569511e+01 -3.02005514e+01 -2.77899325e+01 -2.72174306e+01 -2.71884817e+01 -2.71877869e+01 
 7.56762973e+04 -3.75799558e+01 -3.01966462e+01 -2.77474383e+01 -2.71617920e+01 -2.71319718e+01 -2.71312520e+01 
 7.58764965e+04 -3.76028997e+01 -3.01926925e+01 -2.77045254e+01 -2.71054641e+01 -2.70747480e+01 -2.70740023e+01 
 7.60766957e+04 -3.76257831e+01 -3.01886906e+01 -2.76611907e+01 -2.70484382e+01 -2.70168008e+01 -2.70160283e+01 
 7.62768949e+04 -3.76486065e+01 -3.01846412e+01 -2.76174315e+01 -2.69907055e+01 -2.69581206e+01 -2.69573203e+01 
 7.64770941e+04 -3.76713700e+01 -3.01805445e+01 -2.75732448e+01 -2.69322568e+01 -2.68986973e+01 -2.68978685e+01 
 7.66772933e+04 -3.76940741e+01 -3.01764012e+01 -2.75286276e+01 -2.68730826e+01 -2.68385210e+01 -2.68376624e+01 
 7.68774925e+04 -3.77167190e+01 -3.01722115e+01 -2.74835767e+01 -2.68131735e+01 -2.67775810e+01 -2.67766918e+01 
 7.70776917e+04 -3.77393050e+01 -3.01679761e+01 -2.74380892e+01 -2.67525195e+01 -2.67158667e+01 -2.67149458e+01 
 7.72778909e+04 -3.77618324e+01 -3.01636952e+01 -2.73921617e+01 -2.66911105e+01 -2.66533670e+01 -2.66524133e+01 
