 frequency       HctmagdB        Hsc1magdB       Hsc2magdB       Hsc3magdB       Hsc4magdB       Hsc5magdB      
 1.16717133e+05 -4.13430110e+01 -2.88206940e+01 -1.28844944e+01 -2.35494554e+01 -2.42939202e+01 -2.43391384e+01 
 1.16917332e+05 -4.13578956e+01 -2.88126362e+01 -1.31276133e+01 -2.36461123e+01 -2.43871947e+01 -2.44323887e+01 
 1.17117532e+05 -4.13727548e+01 -2.88045741e+01 -1.33638784e+01 -2.37413624e+01 -2.44791401e+01 -2.45243130e+01 
 1.17317731e+05 -4.13875886e+01 -2.87965081e+01 -1.35936293e+01 -2.38352371e+01 -2.45697841e+01 -2.46149389e+01 
 1.17517930e+05 -4.14023971e+01 -2.87884381e+01 -1.38171822e+01 -2.39277665e+01 -2.46591535e+01 -2.47042931e+01 
 1.17718129e+05 -4.14171804e+01 -2.87803642e+01 -1.40348323e+01 -2.40189795e+01 -2.47472743e+01 -2.47924013e+01 
 1.17918328e+05 -4.14319386e+01 -2.87722864e+01 -1.42468551e+01 -2.41089044e+01 -2.48341714e+01 -2.48792883e+01 
 1.18118528e+05 -4.14466718e+01 -2.87642050e+01 -1.44535078e+01 -2.41975681e+01 -2.49198690e+01 -2.49649782e+01 
 1.18318727e+05 -4.14613800e+01 -2.87561199e+01 -1.46550314e+01 -2.42849970e+01 -2.50043904e+01 -2.50494942e+01 
 1.18518926e+05 -4.14760633e+01 -2.87480311e+01 -1.48516514e+01 -2.43712163e+01 -2.50877584e+01 -2.51328588e+01 
 1.18719125e+05 -4.14907219e+01 -2.87399389e+01 -1.50435795e+01 -2.44562506e+01 -2.51699947e+01 -2.52150939e+01 
 1.18919324e+05 -4.15053557e+01 -2.87318432e+01 -1.52310140e+01 -2.45401235e+01 -2.52511205e+01 -2.52962203e+01 
 1.19119524e+05 -4.15199650e+01 -2.87237441e+01 -1.54141417e+01 -2.46228580e+01 -2.53311565e+01 -2.53762586e+01 
 1.19319723e+05 -4.15345497e+01 -2.87156418e+01 -1.55931381e+01 -2.47044763e+01 -2.54101225e+01 -2.54552285e+01 
 1.19519922e+05 -4.15491100e+01 -2.87075362e+01 -1.57681682e+01 -2.47849999e+01 -2.54880376e+01 -2.55331491e+01 
 1.19720121e+05 -4.15636459e+01 -2.86994274e+01 -1.59393881e+01 -2.48644496e+01 -2.55649207e+01 -2.56100390e+01 
 1.19920320e+05 -4.15781576e+01 -2.86913156e+01 -1.61069445e+01 -2.49428457e+01 -2.56407898e+01 -2.56859163e+01 
 1.20120520e+05 -4.15926450e+01 -2.86832007e+01 -1.62709762e+01 -2.50202078e+01 -2.57156625e+01 -2.57607983e+01 
 1.20320719e+05 -4.16071083e+01 -2.86750829e+01 -1.64316146e+01 -2.50965547e+01 -2.57895557e+01 -2.58347019e+01 
 1.20520918e+05 -4.16215476e+01 -2.86669622e+01 -1.65889836e+01 -2.51719050e+01 -2.58624861e+01 -2.59076437e+01 
 1.20721117e+05 -4.16359629e+01 -2.86588387e+01 -1.67432008e+01 -2.52462766e+01 -2.59344697e+01 -2.59796395e+01 
 1.20921316e+05 -4.16503543e+01 -2.86507124e+01 -1.68943777e+01 -2.53196866e+01 -2.60055220e+01 -2.60507048e+01 
 1.21121516e+05 -4.16647219e+01 -2.86425835e+01 -1.70426199e+01 -2.53921521e+01 -2.60756582e+01 -2.61208546e+01 
 1.21321715e+05 -4.16790658e+01 -2.86344519e+01 -1.71880277e+01 -2.54636894e+01 -2.61448930e+01 -2.61901037e+01 
 1.21521914e+05 -4.16933861e+01 -2.86263178e+01 -1.73306965e+01 -2.55343144e+01 -2.62132407e+01 -2.62584660e+01 
 1.21722113e+05 -4.17076828e+01 -2.86181812e+01 -1.74707169e+01 -2.56040425e+01 -2.62807151e+01 -2.63259555e+01 
 1.21922312e+05 -4.17219560e+01 -2.86100422e+01 -1.76081752e+01 -2.56728887e+01 -2.63473298e+01 -2.63925856e+01 
 1.22122512e+05 -4.17362057e+01 -2.86019008e+01 -1.77431535e+01 -2.57408676e+01 -2.64130979e+01 -2.64583692e+01 
 1.22322711e+05 -4.17504322e+01 -2.85937571e+01 -1.78757302e+01 -2.58079936e+01 -2.64780321e+01 -2.65233190e+01 
 1.22522910e+05 -4.17646353e+01 -2.85856112e+01 -1.80059799e+01 -2.58742802e+01 -2.65421448e+01 -2.65874474e+01 
 1.22723109e+05 -4.17788153e+01 -2.85774631e+01 -1.81339739e+01 -2.59397411e+01 -2.66054482e+01 -2.66507663e+01 
 1.22923308e+05 -4.17929722e+01 -2.85693129e+01 -1.82597802e+01 -2.60043893e+01 -2.66679540e+01 -2.67132875e+01 
 1.23123508e+05 -4.18071061e+01 -2.85611606e+01 -1.83834640e+01 -2.60682375e+01 -2.67296736e+01 -2.67750223e+01 
 1.23323707e+05 -4.18212169e+01 -2.85530063e+01 -1.85050873e+01 -2.61312981e+01 -2.67906183e+01 -2.68359817e+01 
 1.23523906e+05 -4.18353049e+01 -2.85448502e+01 -1.86247096e+01 -2.61935832e+01 -2.68507988e+01 -2.68961765e+01 
 1.23724105e+05 -4.18493701e+01 -2.85366921e+01 -1.87423881e+01 -2.62551047e+01 -2.69102257e+01 -2.69556172e+01 
 1.23924304e+05 -4.18634126e+01 -2.85285323e+01 -1.88581773e+01 -2.63158738e+01 -2.69689093e+01 -2.70143140e+01 
 1.24124504e+05 -4.18774324e+01 -2.85203706e+01 -1.89721294e+01 -2.63759020e+01 -2.70268597e+01 -2.70722769e+01 
 1.24324703e+05 -4.18914296e+01 -2.85122073e+01 -1.90842947e+01 -2.64351999e+01 -2.70840867e+01 -2.71295156e+01 
 1.24524902e+05 -4.19054042e+01 -2.85040424e+01 -1.91947213e+01 -2.64937783e+01 -2.71405997e+01 -2.71860394e+01 
 1.24725101e+05 -4.19193565e+01 -2.84958759e+01 -1.93034555e+01 -2.65516476e+01 -2.71964081e+01 -2.72418577e+01 
 1.24925300e+05 -4.19332863e+01 -2.84877078e+01 -1.94105417e+01 -2.66088178e+01 -2.72515210e+01 -2.72969794e+01 
 1.25125499e+05 -4.19471939e+01 -2.84795383e+01 -1.95160226e+01 -2.66652988e+01 -2.73059472e+01 -2.73514133e+01 
 1.25325699e+05 -4.19610792e+01 -2.84713673e+01 -1.96199393e+01 -2.67211003e+01 -2.73596953e+01 -2.74051679e+01 
 1.25525898e+05 -4.19749423e+01 -2.84631950e+01 -1.97223312e+01 -2.67762316e+01 -2.74127737e+01 -2.74582515e+01 
 1.25726097e+05 -4.19887834e+01 -2.84550214e+01 -1.98232364e+01 -2.68307020e+01 -2.74651907e+01 -2.75106724e+01 
 1.25926296e+05 -4.20026025e+01 -2.84468466e+01 -1.99226914e+01 -2.68845203e+01 -2.75169543e+01 -2.75624383e+01 
 1.26126495e+05 -4.20163996e+01 -2.84386705e+01 -2.00207316e+01 -2.69376954e+01 -2.75680723e+01 -2.76135570e+01 
 1.26326695e+05 -4.20301748e+01 -2.84304934e+01 -2.01173910e+01 -2.69902357e+01 -2.76185523e+01 -2.76640362e+01 
 1.26526894e+05 -4.20439282e+01 -2.84223151e+01 -2.02127024e+01 -2.70421498e+01 -2.76684018e+01 -2.77138831e+01 
 1.26727093e+05 -4.20576599e+01 -2.84141357e+01 -2.03066973e+01 -2.70934456e+01 -2.77176281e+01 -2.77631050e+01 
 1.26927292e+05 -4.20713699e+01 -2.84059554e+01 -2.03994064e+01 -2.71441313e+01 -2.77662382e+01 -2.78117089e+01 
 1.27127491e+05 -4.20850583e+01 -2.83977742e+01 -2.04908591e+01 -2.71942145e+01 -2.78142392e+01 -2.78597017e+01 
 1.27327691e+05 -4.20987251e+01 -2.83895921e+01 -2.05810838e+01 -2.72437030e+01 -2.78616379e+01 -2.79070900e+01 
 1.27527890e+05 -4.21123705e+01 -2.83814091e+01 -2.06701082e+01 -2.72926042e+01 -2.79084408e+01 -2.79538804e+01 
 1.27728089e+05 -4.21259945e+01 -2.83732254e+01 -2.07579587e+01 -2.73409254e+01 -2.79546544e+01 -2.80000793e+01 
 1.27928288e+05 -4.21395971e+01 -2.83650409e+01 -2.08446611e+01 -2.73886737e+01 -2.80002851e+01 -2.80456929e+01 
 1.28128487e+05 -4.21531785e+01 -2.83568557e+01 -2.09302402e+01 -2.74358562e+01 -2.80453391e+01 -2.80907274e+01 
 1.28328687e+05 -4.21667387e+01 -2.83486699e+01 -2.10147203e+01 -2.74824796e+01 -2.80898224e+01 -2.81351887e+01 
 1.28528886e+05 -4.21802777e+01 -2.83404835e+01 -2.10981245e+01 -2.75285506e+01 -2.81337409e+01 -2.81790827e+01 
 1.28729085e+05 -4.21937957e+01 -2.83322966e+01 -2.11804754e+01 -2.75740759e+01 -2.81771005e+01 -2.82224150e+01 
 1.28929284e+05 -4.22072927e+01 -2.83241091e+01 -2.12617949e+01 -2.76190617e+01 -2.82199067e+01 -2.82651911e+01 
 1.29129483e+05 -4.22207687e+01 -2.83159213e+01 -2.13421042e+01 -2.76635145e+01 -2.82621652e+01 -2.83074167e+01 
 1.29329683e+05 -4.22342239e+01 -2.83077330e+01 -2.14214238e+01 -2.77074403e+01 -2.83038813e+01 -2.83490969e+01 
 1.29529882e+05 -4.22476582e+01 -2.82995444e+01 -2.14997737e+01 -2.77508451e+01 -2.83450603e+01 -2.83902369e+01 
 1.29730081e+05 -4.22610718e+01 -2.82913554e+01 -2.15771731e+01 -2.77937350e+01 -2.83857074e+01 -2.84308420e+01 
 1.29930280e+05 -4.22744648e+01 -2.82831662e+01 -2.16536409e+01 -2.78361155e+01 -2.84258277e+01 -2.84709169e+01 
 1.30130479e+05 -4.22878371e+01 -2.82749768e+01 -2.17291951e+01 -2.78779925e+01 -2.84654262e+01 -2.85104667e+01 
 1.30330679e+05 -4.23011888e+01 -2.82667872e+01 -2.18038535e+01 -2.79193715e+01 -2.85045076e+01 -2.85494960e+01 
 1.30530878e+05 -4.23145201e+01 -2.82585975e+01 -2.18776332e+01 -2.79602579e+01 -2.85430767e+01 -2.85880094e+01 
 1.30731077e+05 -4.23278309e+01 -2.82504077e+01 -2.19505509e+01 -2.80006571e+01 -2.85811382e+01 -2.86260117e+01 
 1.30931276e+05 -4.23411214e+01 -2.82422179e+01 -2.20226228e+01 -2.80405742e+01 -2.86186966e+01 -2.86635071e+01 
 1.31131475e+05 -4.23543915e+01 -2.82340280e+01 -2.20938646e+01 -2.80800144e+01 -2.86557564e+01 -2.87005001e+01 
 1.31331675e+05 -4.23676414e+01 -2.82258382e+01 -2.21642915e+01 -2.81189828e+01 -2.86923220e+01 -2.87369950e+01 
 1.31531874e+05 -4.23808712e+01 -2.82176485e+01 -2.22339186e+01 -2.81574843e+01 -2.87283976e+01 -2.87729958e+01 
 1.31732073e+05 -4.23940808e+01 -2.82094590e+01 -2.23027603e+01 -2.81955237e+01 -2.87639873e+01 -2.88085066e+01 
 1.31932272e+05 -4.24072703e+01 -2.82012696e+01 -2.23708306e+01 -2.82331058e+01 -2.87990953e+01 -2.88435315e+01 
 1.32132471e+05 -4.24204399e+01 -2.81930804e+01 -2.24381433e+01 -2.82702352e+01 -2.88337256e+01 -2.88780744e+01 
 1.32332671e+05 -4.24335895e+01 -2.81848914e+01 -2.25047116e+01 -2.83069166e+01 -2.88678822e+01 -2.89121391e+01 
 1.32532870e+05 -4.24467193e+01 -2.81767028e+01 -2.25705487e+01 -2.83431543e+01 -2.89015687e+01 -2.89457292e+01 
 1.32733069e+05 -4.24598292e+01 -2.81685145e+01 -2.26356671e+01 -2.83789529e+01 -2.89347891e+01 -2.89788485e+01 
 1.32933268e+05 -4.24729194e+01 -2.81603266e+01 -2.27000792e+01 -2.84143166e+01 -2.89675470e+01 -2.90115006e+01 
 1.33133467e+05 -4.24859899e+01 -2.81521390e+01 -2.27637970e+01 -2.84492497e+01 -2.89998460e+01 -2.90436889e+01 
 1.33333667e+05 -4.24990407e+01 -2.81439520e+01 -2.28268322e+01 -2.84837563e+01 -2.90316897e+01 -2.90754169e+01 
 1.33533866e+05 -4.25120720e+01 -2.81357654e+01 -2.28891962e+01 -2.85178406e+01 -2.90630815e+01 -2.91066880e+01 
 1.33734065e+05 -4.25250837e+01 -2.81275794e+01 -2.29509001e+01 -2.85515066e+01 -2.90940248e+01 -2.91375053e+01 
 1.33934264e+05 -4.25380760e+01 -2.81193939e+01 -2.30119549e+01 -2.85847583e+01 -2.91245229e+01 -2.91678722e+01 
 1.34134463e+05 -4.25510489e+01 -2.81112090e+01 -2.30723710e+01 -2.86175994e+01 -2.91545791e+01 -2.91977917e+01 
 1.34334663e+05 -4.25640024e+01 -2.81030248e+01 -2.31321588e+01 -2.86500339e+01 -2.91841966e+01 -2.92272670e+01 
 1.34534862e+05 -4.25769367e+01 -2.80948413e+01 -2.31913284e+01 -2.86820655e+01 -2.92133786e+01 -2.92563010e+01 
 1.34735061e+05 -4.25898517e+01 -2.80866585e+01 -2.32498897e+01 -2.87136978e+01 -2.92421280e+01 -2.92848967e+01 
 1.34935260e+05 -4.26027475e+01 -2.80784764e+01 -2.33078522e+01 -2.87449345e+01 -2.92704479e+01 -2.93130570e+01 
 1.35135459e+05 -4.26156243e+01 -2.80702951e+01 -2.33652253e+01 -2.87757792e+01 -2.92983412e+01 -2.93407847e+01 
 1.35335659e+05 -4.26284819e+01 -2.80621147e+01 -2.34220182e+01 -2.88062353e+01 -2.93258108e+01 -2.93680826e+01 
 1.35535858e+05 -4.26413206e+01 -2.80539351e+01 -2.34782398e+01 -2.88363063e+01 -2.93528595e+01 -2.93949533e+01 
 1.35736057e+05 -4.26541403e+01 -2.80457564e+01 -2.35338988e+01 -2.88659956e+01 -2.93794902e+01 -2.94213996e+01 
 1.35936256e+05 -4.26669411e+01 -2.80375786e+01 -2.35890039e+01 -2.88953064e+01 -2.94057055e+01 -2.94474239e+01 
 1.36136455e+05 -4.26797231e+01 -2.80294019e+01 -2.36435634e+01 -2.89242421e+01 -2.94315080e+01 -2.94730288e+01 
 1.36336655e+05 -4.26924863e+01 -2.80212261e+01 -2.36975853e+01 -2.89528059e+01 -2.94569004e+01 -2.94982169e+01 
 1.36536854e+05 -4.27052308e+01 -2.80130513e+01 -2.37510778e+01 -2.89810010e+01 -2.94818852e+01 -2.95229904e+01 
 1.36737053e+05 -4.27179566e+01 -2.80048777e+01 -2.38040486e+01 -2.90088303e+01 -2.95064650e+01 -2.95473518e+01 
 1.36937252e+05 -4.27306638e+01 -2.79967051e+01 -2.38565054e+01 -2.90362971e+01 -2.95306422e+01 -2.95713035e+01 
 1.37137451e+05 -4.27433524e+01 -2.79885337e+01 -2.39084556e+01 -2.90634044e+01 -2.95544191e+01 -2.95948475e+01 
 1.37337651e+05 -4.27560225e+01 -2.79803634e+01 -2.39599065e+01 -2.90901550e+01 -2.95777981e+01 -2.96179863e+01 
 1.37537850e+05 -4.27686742e+01 -2.79721943e+01 -2.40108652e+01 -2.91165519e+01 -2.96007816e+01 -2.96407218e+01 
 1.37738049e+05 -4.27813075e+01 -2.79640265e+01 -2.40613389e+01 -2.91425979e+01 -2.96233718e+01 -2.96630564e+01 
 1.37938248e+05 -4.27939224e+01 -2.79558599e+01 -2.41113342e+01 -2.91682960e+01 -2.96455708e+01 -2.96849919e+01 
 1.38138447e+05 -4.28065190e+01 -2.79476947e+01 -2.41608580e+01 -2.91936488e+01 -2.96673810e+01 -2.97065305e+01 
 1.38338647e+05 -4.28190974e+01 -2.79395307e+01 -2.42099168e+01 -2.92186592e+01 -2.96888043e+01 -2.97276741e+01 
 1.38538846e+05 -4.28316576e+01 -2.79313682e+01 -2.42585170e+01 -2.92433297e+01 -2.97098429e+01 -2.97484246e+01 
 1.38739045e+05 -4.28441996e+01 -2.79232070e+01 -2.43066650e+01 -2.92676632e+01 -2.97304989e+01 -2.97687840e+01 
 1.38939244e+05 -4.28567236e+01 -2.79150472e+01 -2.43543668e+01 -2.92916620e+01 -2.97507741e+01 -2.97887541e+01 
 1.39139443e+05 -4.28692296e+01 -2.79068889e+01 -2.44016286e+01 -2.93153290e+01 -2.97706706e+01 -2.98083366e+01 
 1.39339643e+05 -4.28817175e+01 -2.78987321e+01 -2.44484562e+01 -2.93386664e+01 -2.97901903e+01 -2.98275334e+01 
 1.39539842e+05 -4.28941876e+01 -2.78905768e+01 -2.44948556e+01 -2.93616770e+01 -2.98093350e+01 -2.98463461e+01 
 1.39740041e+05 -4.29066397e+01 -2.78824230e+01 -2.45408323e+01 -2.93843631e+01 -2.98281066e+01 -2.98647764e+01 
 1.39940240e+05 -4.29190741e+01 -2.78742709e+01 -2.45863919e+01 -2.94067271e+01 -2.98465069e+01 -2.98828260e+01 
 1.40140439e+05 -4.29314906e+01 -2.78661203e+01 -2.46315400e+01 -2.94287714e+01 -2.98645376e+01 -2.99004964e+01 
 1.40340639e+05 -4.29438895e+01 -2.78579713e+01 -2.46762818e+01 -2.94504984e+01 -2.98822005e+01 -2.99177892e+01 
 1.40540838e+05 -4.29562706e+01 -2.78498240e+01 -2.47206227e+01 -2.94719104e+01 -2.98994972e+01 -2.99347060e+01 
 1.40741037e+05 -4.29686342e+01 -2.78416784e+01 -2.47645678e+01 -2.94930096e+01 -2.99164295e+01 -2.99512482e+01 
 1.40941236e+05 -4.29809802e+01 -2.78335345e+01 -2.48081222e+01 -2.95137983e+01 -2.99329988e+01 -2.99674172e+01 
 1.41141435e+05 -4.29933086e+01 -2.78253923e+01 -2.48512908e+01 -2.95342788e+01 -2.99492068e+01 -2.99832144e+01 
 1.41341635e+05 -4.30056196e+01 -2.78172519e+01 -2.48940785e+01 -2.95544531e+01 -2.99650551e+01 -2.99986413e+01 
 1.41541834e+05 -4.30179131e+01 -2.78091133e+01 -2.49364901e+01 -2.95743235e+01 -2.99805451e+01 -3.00136991e+01 
 1.41742033e+05 -4.30301893e+01 -2.78009766e+01 -2.49785302e+01 -2.95938921e+01 -2.99956784e+01 -3.00283891e+01 
 1.41942232e+05 -4.30424482e+01 -2.77928416e+01 -2.50202036e+01 -2.96131609e+01 -3.00104563e+01 -3.00427127e+01 
 1.42142431e+05 -4.30546897e+01 -2.77847086e+01 -2.50615147e+01 -2.96321320e+01 -3.00248803e+01 -3.00566709e+01 
 1.42342631e+05 -4.30669141e+01 -2.77765775e+01 -2.51024679e+01 -2.96508074e+01 -3.00389517e+01 -3.00702651e+01 
 1.42542830e+05 -4.30791213e+01 -2.77684482e+01 -2.51430677e+01 -2.96691892e+01 -3.00526720e+01 -3.00834963e+01 
 1.42743029e+05 -4.30913113e+01 -2.77603210e+01 -2.51833182e+01 -2.96872793e+01 -3.00660424e+01 -3.00963658e+01 
 1.42943228e+05 -4.31034843e+01 -2.77521957e+01 -2.52232238e+01 -2.97050796e+01 -3.00790643e+01 -3.01088745e+01 
 1.43143427e+05 -4.31156402e+01 -2.77440725e+01 -2.52627885e+01 -2.97225921e+01 -3.00917388e+01 -3.01210236e+01 
 1.43343627e+05 -4.31277791e+01 -2.77359512e+01 -2.53020164e+01 -2.97398187e+01 -3.01040672e+01 -3.01328140e+01 
 1.43543826e+05 -4.31399011e+01 -2.77278320e+01 -2.53409115e+01 -2.97567611e+01 -3.01160507e+01 -3.01442468e+01 
 1.43744025e+05 -4.31520062e+01 -2.77197150e+01 -2.53794777e+01 -2.97734214e+01 -3.01276906e+01 -3.01553230e+01 
 1.43944224e+05 -4.31640945e+01 -2.77116000e+01 -2.54177188e+01 -2.97898011e+01 -3.01389878e+01 -3.01660433e+01 
 1.44144423e+05 -4.31761659e+01 -2.77034871e+01 -2.54556387e+01 -2.98059023e+01 -3.01499436e+01 -3.01764089e+01 
 1.44344623e+05 -4.31882206e+01 -2.76953764e+01 -2.54932411e+01 -2.98217265e+01 -3.01605590e+01 -3.01864205e+01 
 1.44544822e+05 -4.32002586e+01 -2.76872679e+01 -2.55305296e+01 -2.98372757e+01 -3.01708350e+01 -3.01960789e+01 
 1.44745021e+05 -4.32122800e+01 -2.76791615e+01 -2.55675078e+01 -2.98525513e+01 -3.01807728e+01 -3.02053850e+01 
 1.44945220e+05 -4.32242847e+01 -2.76710574e+01 -2.56041792e+01 -2.98675553e+01 -3.01903733e+01 -3.02143396e+01 
 1.45145419e+05 -4.32362728e+01 -2.76629556e+01 -2.56405474e+01 -2.98822892e+01 -3.01996375e+01 -3.02229433e+01 
 1.45345619e+05 -4.32482445e+01 -2.76548560e+01 -2.56766158e+01 -2.98967546e+01 -3.02085664e+01 -3.02311970e+01 
 1.45545818e+05 -4.32601996e+01 -2.76467587e+01 -2.57123876e+01 -2.99109533e+01 -3.02171608e+01 -3.02391013e+01 
 1.45746017e+05 -4.32721383e+01 -2.76386637e+01 -2.57478663e+01 -2.99248868e+01 -3.02254217e+01 -3.02466568e+01 
 1.45946216e+05 -4.32840607e+01 -2.76305711e+01 -2.57830550e+01 -2.99385567e+01 -3.02333499e+01 -3.02538643e+01 
 1.46146415e+05 -4.32959667e+01 -2.76224808e+01 -2.58179570e+01 -2.99519645e+01 -3.02409463e+01 -3.02607242e+01 
 1.46346615e+05 -4.33078564e+01 -2.76143929e+01 -2.58525755e+01 -2.99651118e+01 -3.02482117e+01 -3.02672372e+01 
 1.46546814e+05 -4.33197298e+01 -2.76063075e+01 -2.58869134e+01 -2.99780001e+01 -3.02551470e+01 -3.02734039e+01 
 1.46747013e+05 -4.33315871e+01 -2.75982244e+01 -2.59209740e+01 -2.99906310e+01 -3.02617528e+01 -3.02792247e+01 
 1.46947212e+05 -4.33434281e+01 -2.75901438e+01 -2.59547601e+01 -3.00030058e+01 -3.02680300e+01 -3.02847002e+01 
 1.47147411e+05 -4.33552531e+01 -2.75820656e+01 -2.59882747e+01 -3.00151261e+01 -3.02739792e+01 -3.02898307e+01 
 1.47347611e+05 -4.33670620e+01 -2.75739900e+01 -2.60215208e+01 -3.00269933e+01 -3.02796012e+01 -3.02946168e+01 
 1.47547810e+05 -4.33788548e+01 -2.75659168e+01 -2.60545012e+01 -3.00386088e+01 -3.02848967e+01 -3.02990588e+01 
 1.47748009e+05 -4.33906317e+01 -2.75578462e+01 -2.60872187e+01 -3.00499740e+01 -3.02898663e+01 -3.03031572e+01 
 1.47948208e+05 -4.34023926e+01 -2.75497781e+01 -2.61196761e+01 -3.00610904e+01 -3.02945106e+01 -3.03069123e+01 
 1.48148407e+05 -4.34141376e+01 -2.75417126e+01 -2.61518761e+01 -3.00719592e+01 -3.02988303e+01 -3.03103243e+01 
 1.48348607e+05 -4.34258668e+01 -2.75336497e+01 -2.61838214e+01 -3.00825819e+01 -3.03028258e+01 -3.03133937e+01 
 1.48548806e+05 -4.34375801e+01 -2.75255894e+01 -2.62155147e+01 -3.00929598e+01 -3.03064979e+01 -3.03161207e+01 
 1.48749005e+05 -4.34492777e+01 -2.75175318e+01 -2.62469586e+01 -3.01030941e+01 -3.03098471e+01 -3.03185055e+01 
 1.48949204e+05 -4.34609595e+01 -2.75094768e+01 -2.62781557e+01 -3.01129862e+01 -3.03128738e+01 -3.03205483e+01 
 1.49149403e+05 -4.34726256e+01 -2.75014244e+01 -2.63091084e+01 -3.01226374e+01 -3.03155785e+01 -3.03222494e+01 
 1.49349603e+05 -4.34842761e+01 -2.74933747e+01 -2.63398193e+01 -3.01320489e+01 -3.03179618e+01 -3.03236090e+01 
 1.49549802e+05 -4.34959110e+01 -2.74853278e+01 -2.63702909e+01 -3.01412220e+01 -3.03200241e+01 -3.03246271e+01 
 1.49750001e+05 -4.35075303e+01 -2.74772836e+01 -2.64005255e+01 -3.01501580e+01 -3.03217657e+01 -3.03253038e+01 
 1.49950200e+05 -4.35191341e+01 -2.74692421e+01 -2.64305255e+01 -3.01588580e+01 -3.03231872e+01 -3.03256393e+01 
 1.50150399e+05 -4.35307225e+01 -2.74612033e+01 -2.64602934e+01 -3.01673232e+01 -3.03242889e+01 -3.03256337e+01 
 1.50350599e+05 -4.35422953e+01 -2.74531674e+01 -2.64898314e+01 -3.01755549e+01 -3.03250712e+01 -3.03252869e+01 
 1.50550798e+05 -4.35538528e+01 -2.74451343e+01 -2.65191417e+01 -3.01835542e+01 -3.03255344e+01 -3.03245990e+01 
 1.50750997e+05 -4.35653950e+01 -2.74371039e+01 -2.65482268e+01 -3.01913223e+01 -3.03256789e+01 -3.03235699e+01 
 1.50951196e+05 -4.35769218e+01 -2.74290764e+01 -2.65770887e+01 -3.01988604e+01 -3.03255049e+01 -3.03221997e+01 
 1.51151395e+05 -4.35884333e+01 -2.74210518e+01 -2.66057297e+01 -3.02061694e+01 -3.03250127e+01 -3.03204882e+01 
 1.51351595e+05 -4.35999296e+01 -2.74130300e+01 -2.66341519e+01 -3.02132507e+01 -3.03242026e+01 -3.03184353e+01 
 1.51551794e+05 -4.36114107e+01 -2.74050111e+01 -2.66623575e+01 -3.02201052e+01 -3.03230748e+01 -3.03160410e+01 
 1.51751993e+05 -4.36228767e+01 -2.73969951e+01 -2.66903485e+01 -3.02267341e+01 -3.03216295e+01 -3.03133050e+01 
 1.51952192e+05 -4.36343275e+01 -2.73889820e+01 -2.67181271e+01 -3.02331384e+01 -3.03198670e+01 -3.03102272e+01 
 1.52152391e+05 -4.36457632e+01 -2.73809719e+01 -2.67456952e+01 -3.02393192e+01 -3.03177874e+01 -3.03068075e+01 
 1.52352591e+05 -4.36571840e+01 -2.73729647e+01 -2.67730549e+01 -3.02452776e+01 -3.03153909e+01 -3.03030455e+01 
 1.52552790e+05 -4.36685897e+01 -2.73649605e+01 -2.68002081e+01 -3.02510146e+01 -3.03126776e+01 -3.02989410e+01 
 1.52752989e+05 -4.36799805e+01 -2.73569593e+01 -2.68271569e+01 -3.02565312e+01 -3.03096475e+01 -3.02944938e+01 
 1.52953188e+05 -4.36913563e+01 -2.73489610e+01 -2.68539031e+01 -3.02618284e+01 -3.03063009e+01 -3.02897035e+01 
 1.53153387e+05 -4.37027173e+01 -2.73409658e+01 -2.68804487e+01 -3.02669073e+01 -3.03026378e+01 -3.02845698e+01 
 1.53353587e+05 -4.37140634e+01 -2.73329736e+01 -2.69067955e+01 -3.02717688e+01 -3.02986581e+01 -3.02790924e+01 
 1.53553786e+05 -4.37253947e+01 -2.73249845e+01 -2.69329455e+01 -3.02764138e+01 -3.02943621e+01 -3.02732708e+01 
 1.53753985e+05 -4.37367113e+01 -2.73169984e+01 -2.69589003e+01 -3.02808434e+01 -3.02897496e+01 -3.02671046e+01 
 1.53954184e+05 -4.37480132e+01 -2.73090155e+01 -2.69846619e+01 -3.02850585e+01 -3.02848206e+01 -3.02605934e+01 
 1.54154383e+05 -4.37593003e+01 -2.73010356e+01 -2.70102319e+01 -3.02890600e+01 -3.02795752e+01 -3.02537368e+01 
 1.54354583e+05 -4.37705728e+01 -2.72930588e+01 -2.70356123e+01 -3.02928489e+01 -3.02740132e+01 -3.02465341e+01 
 1.54554782e+05 -4.37818307e+01 -2.72850851e+01 -2.70608046e+01 -3.02964261e+01 -3.02681347e+01 -3.02389850e+01 
 1.54754981e+05 -4.37930741e+01 -2.72771146e+01 -2.70858107e+01 -3.02997925e+01 -3.02619394e+01 -3.02310888e+01 
 1.54955180e+05 -4.38043029e+01 -2.72691472e+01 -2.71106322e+01 -3.03029489e+01 -3.02554273e+01 -3.02228450e+01 
 1.55155379e+05 -4.38155172e+01 -2.72611830e+01 -2.71352708e+01 -3.03058963e+01 -3.02485983e+01 -3.02142529e+01 
 1.55355579e+05 -4.38267170e+01 -2.72532220e+01 -2.71597281e+01 -3.03086355e+01 -3.02414521e+01 -3.02053119e+01 
 1.55555778e+05 -4.38379024e+01 -2.72452641e+01 -2.71840058e+01 -3.03111674e+01 -3.02339887e+01 -3.01960214e+01 
 1.55755977e+05 -4.38490734e+01 -2.72373095e+01 -2.72081054e+01 -3.03134929e+01 -3.02262078e+01 -3.01863806e+01 
