 frequency       Hph1magdB       Hph2magdB      
 2.51188643e+05 -4.56444326e+01 -4.56444326e+01 
 2.57039578e+05 -4.58145465e+01 -4.58145465e+01 
 2.63026799e+05 -4.59850557e+01 -4.59850557e+01 
 2.69153480e+05 -4.61558911e+01 -4.61558911e+01 
 2.75422870e+05 -4.63269846e+01 -4.63269846e+01 
 2.81838293e+05 -4.64982690e+01 -4.64982690e+01 
 2.88403150e+05 -4.66696780e+01 -4.66696780e+01 
 2.95120923e+05 -4.68411459e+01 -4.68411459e+01 
 3.01995172e+05 -4.70126072e+01 -4.70126072e+01 
 3.09029543e+05 -4.71839966e+01 -4.71839966e+01 
 3.16227766e+05 -4.73552490e+01 -4.73552490e+01 
 3.23593657e+05 -4.75262989e+01 -4.75262989e+01 
 3.31131121e+05 -4.76970807e+01 -4.76970807e+01 
 3.38844156e+05 -4.78675279e+01 -4.78675279e+01 
 3.46736850e+05 -4.80375736e+01 -4.80375736e+01 
 3.54813389e+05 -4.82071499e+01 -4.82071499e+01 
 3.63078055e+05 -4.83761878e+01 -4.83761878e+01 
 3.71535229e+05 -4.85446170e+01 -4.85446170e+01 
 3.80189396e+05 -4.87123659e+01 -4.87123659e+01 
 3.89045145e+05 -4.88793611e+01 -4.88793611e+01 
 3.98107171e+05 -4.90455272e+01 -4.90455272e+01 
 4.07380278e+05 -4.92107872e+01 -4.92107872e+01 
 4.16869383e+05 -4.93750612e+01 -4.93750612e+01 
 4.26579519e+05 -4.95382673e+01 -4.95382673e+01 
 4.36515832e+05 -4.97003206e+01 -4.97003206e+01 
 4.46683592e+05 -4.98611333e+01 -4.98611333e+01 
 4.57088190e+05 -5.00206142e+01 -5.00206142e+01 
 4.67735141e+05 -5.01786688e+01 -5.01786688e+01 
 4.78630092e+05 -5.03351987e+01 -5.03351987e+01 
 4.89778819e+05 -5.04901013e+01 -5.04901013e+01 
 5.01187234e+05 -5.06432697e+01 -5.06432697e+01 
 5.12861384e+05 -5.07945922e+01 -5.07945922e+01 
 5.24807460e+05 -5.09439518e+01 -5.09439518e+01 
 5.37031796e+05 -5.10912263e+01 -5.10912263e+01 
 5.49540874e+05 -5.12362873e+01 -5.12362873e+01 
 5.62341325e+05 -5.13790000e+01 -5.13790000e+01 
 5.75439937e+05 -5.15192230e+01 -5.15192230e+01 
 5.88843655e+05 -5.16568071e+01 -5.16568071e+01 
 6.02559586e+05 -5.17915955e+01 -5.17915955e+01 
 6.16595002e+05 -5.19234228e+01 -5.19234228e+01 
