 time            v(inp)          v(out)         
 1.32447600e-07  9.10000000e-01  9.00432764e-01 
 1.33547600e-07  9.10000000e-01  9.00443497e-01 
 1.34647600e-07  9.10000000e-01  9.00455248e-01 
 1.35747600e-07  9.10000000e-01  9.00468019e-01 
 1.36847600e-07  9.10000000e-01  9.00481810e-01 
 1.37947600e-07  9.10000000e-01  9.00496620e-01 
 1.39047600e-07  9.10000000e-01  9.00512448e-01 
 1.40147600e-07  9.10000000e-01  9.00529292e-01 
 1.41247600e-07  9.10000000e-01  9.00547147e-01 
 1.42347600e-07  9.10000000e-01  9.00566010e-01 
 1.43447600e-07  9.10000000e-01  9.00585877e-01 
 1.44547600e-07  9.10000000e-01  9.00606741e-01 
 1.45647600e-07  9.10000000e-01  9.00628597e-01 
 1.46747600e-07  9.10000000e-01  9.00651438e-01 
 1.47847600e-07  9.10000000e-01  9.00675256e-01 
 1.48947600e-07  9.10000000e-01  9.00700044e-01 
 1.50047600e-07  9.10000000e-01  9.00725792e-01 
 1.51147600e-07  9.10000000e-01  9.00752493e-01 
 1.52247600e-07  9.10000000e-01  9.00780137e-01 
 1.53347600e-07  9.10000000e-01  9.00808715e-01 
 1.54447600e-07  9.10000000e-01  9.00838215e-01 
 1.55547600e-07  9.10000000e-01  9.00868628e-01 
 1.56647600e-07  9.10000000e-01  9.00899942e-01 
 1.57747600e-07  9.10000000e-01  9.00932147e-01 
 1.58847600e-07  9.10000000e-01  9.00965231e-01 
 1.59947600e-07  9.10000000e-01  9.00999182e-01 
 1.61047600e-07  9.10000000e-01  9.01033989e-01 
 1.62147600e-07  9.10000000e-01  9.01069638e-01 
 1.63247600e-07  9.10000000e-01  9.01106118e-01 
 1.64347600e-07  9.10000000e-01  9.01143415e-01 
 1.65447600e-07  9.10000000e-01  9.01181518e-01 
 1.66547600e-07  9.10000000e-01  9.01220412e-01 
 1.67647600e-07  9.10000000e-01  9.01260086e-01 
 1.68747600e-07  9.10000000e-01  9.01300524e-01 
 1.69847600e-07  9.10000000e-01  9.01341714e-01 
 1.70947600e-07  9.10000000e-01  9.01383643e-01 
 1.72047600e-07  9.10000000e-01  9.01426296e-01 
 1.73147600e-07  9.10000000e-01  9.01469660e-01 
 1.74247600e-07  9.10000000e-01  9.01513722e-01 
 1.75347600e-07  9.10000000e-01  9.01558466e-01 
 1.76447600e-07  9.10000000e-01  9.01603879e-01 
 1.77547600e-07  9.10000000e-01  9.01649948e-01 
 1.78647600e-07  9.10000000e-01  9.01696658e-01 
 1.79747600e-07  9.10000000e-01  9.01743995e-01 
 1.80847600e-07  9.10000000e-01  9.01791945e-01 
 1.81947600e-07  9.10000000e-01  9.01840493e-01 
 1.83047600e-07  9.10000000e-01  9.01889627e-01 
 1.84147600e-07  9.10000000e-01  9.01939331e-01 
 1.85247600e-07  9.10000000e-01  9.01989592e-01 
 1.86347600e-07  9.10000000e-01  9.02040396e-01 
 1.87447600e-07  9.10000000e-01  9.02091728e-01 
 1.88547600e-07  9.10000000e-01  9.02143575e-01 
 1.89647600e-07  9.10000000e-01  9.02195922e-01 
 1.90747600e-07  9.10000000e-01  9.02248757e-01 
 1.91847600e-07  9.10000000e-01  9.02302064e-01 
 1.92947600e-07  9.10000000e-01  9.02355830e-01 
 1.94047600e-07  9.10000000e-01  9.02410042e-01 
 1.95147600e-07  9.10000000e-01  9.02464685e-01 
 1.96247600e-07  9.10000000e-01  9.02519746e-01 
 1.97347600e-07  9.10000000e-01  9.02575213e-01 
 1.98447600e-07  9.10000000e-01  9.02631070e-01 
 1.99547600e-07  9.10000000e-01  9.02687305e-01 
 2.00647600e-07  9.10000000e-01  9.02743904e-01 
 2.01747600e-07  9.10000000e-01  9.02800855e-01 
 2.02847600e-07  9.10000000e-01  9.02858144e-01 
 2.03947600e-07  9.10000000e-01  9.02915758e-01 
 2.05047600e-07  9.10000000e-01  9.02973684e-01 
 2.06147600e-07  9.10000000e-01  9.03031910e-01 
 2.07247600e-07  9.10000000e-01  9.03090422e-01 
 2.08347600e-07  9.10000000e-01  9.03149208e-01 
 2.09447600e-07  9.10000000e-01  9.03208257e-01 
