 frequency       H1magdB         H1delay         H2magdB         H2delay         H3magdB         H3delay         H4magdB         H4delay         H5magdB         H5delay        
 4.51855944e-01  0.00000000e+00  3.32497418e-01 -9.64327467e-16  4.88209997e-01  0.00000000e+00  4.99743438e-01  0.00000000e+00  4.99997280e-01  0.00000000e+00  4.99999983e-01 
 4.57088190e-01  0.00000000e+00  3.29923041e-01  0.00000000e+00  4.87708226e-01  0.00000000e+00  4.99725759e-01 -9.64327467e-16  4.99997023e-01  0.00000000e+00  4.99999981e-01 
 4.62381021e-01  0.00000000e+00  3.27329647e-01  0.00000000e+00  4.87186489e-01  0.00000000e+00  4.99706879e-01  0.00000000e+00  4.99996741e-01  0.00000000e+00  4.99999978e-01 
 4.67735141e-01  0.00000000e+00  3.24717717e-01  0.00000000e+00  4.86644089e-01  0.00000000e+00  4.99686718e-01  0.00000000e+00  4.99996433e-01  0.00000000e+00  4.99999976e-01 
 4.73151259e-01  0.00000000e+00  3.22087754e-01  0.00000000e+00  4.86080314e-01  0.00000000e+00  4.99665192e-01  0.00000000e+00  4.99996096e-01  0.00000000e+00  4.99999973e-01 
 4.78630092e-01 -9.64327467e-16  3.19440272e-01 -9.64327467e-16  4.85494431e-01  0.00000000e+00  4.99642210e-01  0.00000000e+00  4.99995727e-01 -9.64327467e-16  4.99999970e-01 
 4.84172368e-01  0.00000000e+00  3.16775806e-01 -9.64327467e-16  4.84885692e-01  0.00000000e+00  4.99617675e-01  0.00000000e+00  4.99995324e-01  0.00000000e+00  4.99999966e-01 
 4.89778819e-01  0.00000000e+00  3.14094904e-01  0.00000000e+00  4.84253332e-01  0.00000000e+00  4.99591485e-01 -9.64327467e-16  4.99994883e-01  0.00000000e+00  4.99999962e-01 
 4.95450191e-01  0.00000000e+00  3.11398131e-01 -9.64327467e-16  4.83596569e-01 -9.64327467e-16  4.99563531e-01 -9.64327467e-16  4.99994401e-01  0.00000000e+00  4.99999957e-01 
 5.01187234e-01  0.00000000e+00  3.08686067e-01  0.00000000e+00  4.82914603e-01 -9.64327467e-16  4.99533697e-01  0.00000000e+00  4.99993873e-01 -9.64327467e-16  4.99999952e-01 
 5.06990708e-01  0.00000000e+00  3.05959305e-01 -9.64327467e-16  4.82206620e-01  0.00000000e+00  4.99501861e-01  0.00000000e+00  4.99993296e-01  0.00000000e+00  4.99999946e-01 
 5.12861384e-01 -9.64327467e-16  3.03218455e-01 -9.64327467e-16  4.81471788e-01  0.00000000e+00  4.99467890e-01 -9.64327467e-16  4.99992665e-01  0.00000000e+00  4.99999940e-01 
 5.18800039e-01  0.00000000e+00  3.00464140e-01  0.00000000e+00  4.80709262e-01  0.00000000e+00  4.99431646e-01  0.00000000e+00  4.99991975e-01  0.00000000e+00  4.99999933e-01 
 5.24807460e-01  0.00000000e+00  2.97696994e-01  0.00000000e+00  4.79918181e-01  0.00000000e+00  4.99392980e-01  0.00000000e+00  4.99991221e-01  0.00000000e+00  4.99999925e-01 
 5.30884444e-01  0.00000000e+00  2.94917667e-01  0.00000000e+00  4.79097669e-01  0.00000000e+00  4.99351737e-01  0.00000000e+00  4.99990396e-01 -9.64327467e-16  4.99999916e-01 
 5.37031796e-01  0.00000000e+00  2.92126819e-01  0.00000000e+00  4.78246839e-01  0.00000000e+00  4.99307748e-01  0.00000000e+00  4.99989494e-01 -9.64327467e-16  4.99999905e-01 
 5.43250331e-01  0.00000000e+00  2.89325123e-01 -9.64327467e-16  4.77364788e-01  0.00000000e+00  4.99260837e-01  0.00000000e+00  4.99988508e-01  0.00000000e+00  4.99999894e-01 
 5.49540874e-01  0.00000000e+00  2.86513263e-01  0.00000000e+00  4.76450604e-01  0.00000000e+00  4.99210815e-01  0.00000000e+00  4.99987431e-01  0.00000000e+00  4.99999881e-01 
 5.55904257e-01  0.00000000e+00  2.83691931e-01 -9.64327467e-16  4.75503362e-01  0.00000000e+00  4.99157484e-01  0.00000000e+00  4.99986253e-01  0.00000000e+00  4.99999867e-01 
 5.62341325e-01 -9.64327467e-16  2.80861832e-01 -9.64327467e-16  4.74522129e-01  0.00000000e+00  4.99100630e-01  0.00000000e+00  4.99984966e-01 -9.64327467e-16  4.99999851e-01 
 5.68852931e-01  0.00000000e+00  2.78023678e-01 -9.64327467e-16  4.73505962e-01  0.00000000e+00  4.99040030e-01 -9.64327467e-16  4.99983559e-01  0.00000000e+00  4.99999834e-01 
 5.75439937e-01  0.00000000e+00  2.75178190e-01 -9.64327467e-16  4.72453911e-01 -9.64327467e-16  4.98975445e-01  0.00000000e+00  4.99982022e-01  0.00000000e+00  4.99999814e-01 
 5.82103218e-01 -9.64327467e-16  2.72326097e-01  0.00000000e+00  4.71365020e-01 -9.64327467e-16  4.98906624e-01 -9.64327467e-16  4.99980343e-01 -9.64327467e-16  4.99999791e-01 
 5.88843655e-01  0.00000000e+00  2.69468133e-01  0.00000000e+00  4.70238328e-01 -9.64327467e-16  4.98833297e-01 -9.64327467e-16  4.99978508e-01  0.00000000e+00  4.99999766e-01 
 5.95662144e-01  0.00000000e+00  2.66605041e-01  0.00000000e+00  4.69072870e-01  0.00000000e+00  4.98755183e-01  0.00000000e+00  4.99976503e-01  0.00000000e+00  4.99999738e-01 
 6.02559586e-01  0.00000000e+00  2.63737568e-01  0.00000000e+00  4.67867681e-01  0.00000000e+00  4.98671981e-01  0.00000000e+00  4.99974313e-01  0.00000000e+00  4.99999707e-01 
 6.09536897e-01  0.00000000e+00  2.60866464e-01  0.00000000e+00  4.66621796e-01  0.00000000e+00  4.98583373e-01  0.00000000e+00  4.99971922e-01  0.00000000e+00  4.99999672e-01 
 6.16595002e-01  0.00000000e+00  2.57992486e-01 -9.64327467e-16  4.65334251e-01  0.00000000e+00  4.98489024e-01  0.00000000e+00  4.99969309e-01  0.00000000e+00  4.99999633e-01 
 6.23734835e-01  0.00000000e+00  2.55116392e-01  0.00000000e+00  4.64004086e-01  0.00000000e+00  4.98388576e-01  0.00000000e+00  4.99966456e-01  0.00000000e+00  4.99999589e-01 
 6.30957344e-01  0.00000000e+00  2.52238942e-01  0.00000000e+00  4.62630349e-01  0.00000000e+00  4.98281656e-01  0.00000000e+00  4.99963341e-01  0.00000000e+00  4.99999540e-01 
 6.38263486e-01  0.00000000e+00  2.49360899e-01  0.00000000e+00  4.61212094e-01 -9.64327467e-16  4.98167865e-01 -9.64327467e-16  4.99959940e-01 -9.64327467e-16  4.99999486e-01 
 6.45654229e-01  0.00000000e+00  2.46483026e-01  0.00000000e+00  4.59748388e-01  0.00000000e+00  4.98046782e-01  0.00000000e+00  4.99956226e-01  0.00000000e+00  4.99999424e-01 
 6.53130553e-01  0.00000000e+00  2.43606084e-01 -9.64327467e-16  4.58238309e-01  0.00000000e+00  4.97917966e-01  0.00000000e+00  4.99952173e-01  0.00000000e+00  4.99999356e-01 
 6.60693448e-01 -9.64327467e-16  2.40730836e-01  0.00000000e+00  4.56680951e-01  0.00000000e+00  4.97780947e-01  0.00000000e+00  4.99947748e-01  0.00000000e+00  4.99999279e-01 
 6.68343918e-01  0.00000000e+00  2.37858041e-01 -9.64327467e-16  4.55075427e-01 -9.64327467e-16  4.97635232e-01  0.00000000e+00  4.99942919e-01  0.00000000e+00  4.99999194e-01 
 6.76082975e-01  0.00000000e+00  2.34988457e-01  0.00000000e+00  4.53420870e-01 -9.64327467e-16  4.97480299e-01  0.00000000e+00  4.99937650e-01  0.00000000e+00  4.99999098e-01 
 6.83911647e-01  0.00000000e+00  2.32122837e-01 -9.64327467e-16  4.51716437e-01  0.00000000e+00  4.97315600e-01  0.00000000e+00  4.99931900e-01 -9.64327467e-16  4.99998991e-01 
 6.91830971e-01 -9.64327467e-16  2.29261931e-01  0.00000000e+00  4.49961310e-01  0.00000000e+00  4.97140555e-01 -9.64327467e-16  4.99925627e-01  0.00000000e+00  4.99998871e-01 
 6.99841996e-01 -9.64327467e-16  2.26406483e-01  0.00000000e+00  4.48154702e-01  0.00000000e+00  4.96954557e-01  0.00000000e+00  4.99918785e-01  0.00000000e+00  4.99998738e-01 
 7.07945784e-01 -9.64327467e-16  2.23557233e-01 -9.64327467e-16  4.46295858e-01  0.00000000e+00  4.96756962e-01 -9.64327467e-16  4.99911321e-01 -9.64327467e-16  4.99998588e-01 
 7.16143410e-01  0.00000000e+00  2.20714912e-01 -9.64327467e-16  4.44384058e-01 -9.64327467e-16  4.96547098e-01  0.00000000e+00  4.99903181e-01  0.00000000e+00  4.99998421e-01 
 7.24435960e-01  0.00000000e+00  2.17880247e-01  0.00000000e+00  4.42418620e-01  0.00000000e+00  4.96324254e-01  0.00000000e+00  4.99894306e-01  0.00000000e+00  4.99998234e-01 
 7.32824533e-01 -9.64327467e-16  2.15053954e-01  0.00000000e+00  4.40398905e-01  0.00000000e+00  4.96087686e-01  0.00000000e+00  4.99884629e-01  0.00000000e+00  4.99998025e-01 
 7.41310241e-01  0.00000000e+00  2.12236743e-01  0.00000000e+00  4.38324318e-01  0.00000000e+00  4.95836613e-01 -9.64327467e-16  4.99874080e-01  0.00000000e+00  4.99997792e-01 
 7.49894209e-01  0.00000000e+00  2.09429311e-01  0.00000000e+00  4.36194311e-01  0.00000000e+00  4.95570213e-01  0.00000000e+00  4.99862582e-01  0.00000000e+00  4.99997532e-01 
 7.58577575e-01  0.00000000e+00  2.06632350e-01 -9.64327467e-16  4.34008388e-01  0.00000000e+00  4.95287626e-01  0.00000000e+00  4.99850051e-01  0.00000000e+00  4.99997241e-01 
 7.67361489e-01  0.00000000e+00  2.03846536e-01  0.00000000e+00  4.31766107e-01 -9.64327467e-16  4.94987951e-01  0.00000000e+00  4.99836397e-01  0.00000000e+00  4.99996916e-01 
 7.76247117e-01  0.00000000e+00  2.01072538e-01  0.00000000e+00  4.29467083e-01  0.00000000e+00  4.94670245e-01  0.00000000e+00  4.99821522e-01  0.00000000e+00  4.99996553e-01 
 7.85235635e-01  0.00000000e+00  1.98311011e-01 -9.64327467e-16  4.27110991e-01 -9.64327467e-16  4.94333520e-01  0.00000000e+00  4.99805318e-01 -9.64327467e-16  4.99996147e-01 
 7.94328235e-01 -9.64327467e-16  1.95562598e-01  0.00000000e+00  4.24697570e-01  0.00000000e+00  4.93976745e-01  0.00000000e+00  4.99787670e-01  0.00000000e+00  4.99995695e-01 
 8.03526122e-01 -9.64327467e-16  1.92827929e-01  0.00000000e+00  4.22226626e-01 -9.64327467e-16  4.93598842e-01  0.00000000e+00  4.99768454e-01  0.00000000e+00  4.99995189e-01 
 8.12830516e-01  0.00000000e+00  1.90107620e-01 -9.64327467e-16  4.19698031e-01  0.00000000e+00  4.93198687e-01  0.00000000e+00  4.99747532e-01 -9.64327467e-16  4.99994625e-01 
 8.22242650e-01  0.00000000e+00  1.87402274e-01  0.00000000e+00  4.17111730e-01  0.00000000e+00  4.92775108e-01 -9.64327467e-16  4.99724758e-01  0.00000000e+00  4.99993996e-01 
 8.31763771e-01  0.00000000e+00  1.84712479e-01  0.00000000e+00  4.14467744e-01  0.00000000e+00  4.92326885e-01  0.00000000e+00  4.99699972e-01 -9.64327467e-16  4.99993293e-01 
 8.41395142e-01  0.00000000e+00  1.82038808e-01  0.00000000e+00  4.11766169e-01  0.00000000e+00  4.91852748e-01  0.00000000e+00  4.99673002e-01 -9.64327467e-16  4.99992509e-01 
 8.51138038e-01  0.00000000e+00  1.79381818e-01 -9.64327467e-16  4.09007178e-01  0.00000000e+00  4.91351376e-01  0.00000000e+00  4.99643661e-01 -9.64327467e-16  4.99991634e-01 
 8.60993752e-01 -9.64327467e-16  1.76742052e-01  0.00000000e+00  4.06191026e-01  0.00000000e+00  4.90821401e-01  0.00000000e+00  4.99611747e-01  0.00000000e+00  4.99990658e-01 
 8.70963590e-01  0.00000000e+00  1.74120034e-01 -9.64327467e-16  4.03318053e-01  0.00000000e+00  4.90261401e-01  0.00000000e+00  4.99577042e-01  0.00000000e+00  4.99989569e-01 
 8.81048873e-01  0.00000000e+00  1.71516276e-01  0.00000000e+00  4.00388679e-01  0.00000000e+00  4.89669904e-01  0.00000000e+00  4.99539310e-01  0.00000000e+00  4.99988354e-01 
 8.91250938e-01  0.00000000e+00  1.68931268e-01  0.00000000e+00  3.97403411e-01  0.00000000e+00  4.89045389e-01  0.00000000e+00  4.99498295e-01  0.00000000e+00  4.99987000e-01 
 9.01571138e-01 -9.64327467e-16  1.66365489e-01  0.00000000e+00  3.94362842e-01  0.00000000e+00  4.88386283e-01  0.00000000e+00  4.99453722e-01  0.00000000e+00  4.99985491e-01 
 9.12010839e-01 -9.64327467e-16  1.63819395e-01  0.00000000e+00  3.91267655e-01  0.00000000e+00  4.87690963e-01 -9.64327467e-16  4.99405294e-01  0.00000000e+00  4.99983808e-01 
 9.22571427e-01  0.00000000e+00  1.61293428e-01  0.00000000e+00  3.88118615e-01 -9.64327467e-16  4.86957758e-01  0.00000000e+00  4.99352690e-01  0.00000000e+00  4.99981932e-01 
 9.33254301e-01  0.00000000e+00  1.58788013e-01 -9.64327467e-16  3.84916580e-01  0.00000000e+00  4.86184950e-01 -9.64327467e-16  4.99295564e-01  0.00000000e+00  4.99979841e-01 
 9.44060876e-01 -9.64327467e-16  1.56303555e-01  0.00000000e+00  3.81662494e-01 -9.64327467e-16  4.85370772e-01  0.00000000e+00  4.99233543e-01  0.00000000e+00  4.99977512e-01 
 9.54992586e-01  0.00000000e+00  1.53840443e-01  0.00000000e+00  3.78357388e-01 -9.64327467e-16  4.84513415e-01  0.00000000e+00  4.99166225e-01  0.00000000e+00  4.99974917e-01 
 9.66050879e-01  0.00000000e+00  1.51399047e-01 -9.64327467e-16  3.75002379e-01  0.00000000e+00  4.83611027e-01 -9.64327467e-16  4.99093177e-01  0.00000000e+00  4.99972026e-01 
 9.77237221e-01  0.00000000e+00  1.48979719e-01  0.00000000e+00  3.71598672e-01  0.00000000e+00  4.82661716e-01  0.00000000e+00  4.99013934e-01  0.00000000e+00  4.99968807e-01 
 9.88553095e-01  0.00000000e+00  1.46582795e-01  0.00000000e+00  3.68147553e-01  0.00000000e+00  4.81663552e-01 -9.64327467e-16  4.98927995e-01  0.00000000e+00  4.99965223e-01 
 1.00000000e+00  0.00000000e+00  1.44208590e-01 -9.64327467e-16  3.64650394e-01  0.00000000e+00  4.80614574e-01  0.00000000e+00  4.98834821e-01  0.00000000e+00  4.99961234e-01 
 1.01157945e+00  0.00000000e+00  1.41857405e-01 -9.64327467e-16  3.61108645e-01  0.00000000e+00  4.79512789e-01 -9.64327467e-16  4.98733834e-01  0.00000000e+00  4.99956793e-01 
 1.02329299e+00  0.00000000e+00  1.39529519e-01  0.00000000e+00  3.57523834e-01  0.00000000e+00  4.78356180e-01  0.00000000e+00  4.98624413e-01  0.00000000e+00  4.99951852e-01 
 1.03514217e+00  0.00000000e+00  1.37225196e-01  0.00000000e+00  3.53897566e-01  0.00000000e+00  4.77142708e-01 -9.64327467e-16  4.98505892e-01  0.00000000e+00  4.99946354e-01 
 1.04712855e+00  0.00000000e+00  1.34944682e-01  0.00000000e+00  3.50231517e-01  0.00000000e+00  4.75870321e-01  0.00000000e+00  4.98377557e-01  0.00000000e+00  4.99940240e-01 
 1.05925373e+00  0.00000000e+00  1.32688204e-01  0.00000000e+00  3.46527433e-01  0.00000000e+00  4.74536956e-01  0.00000000e+00  4.98238643e-01  0.00000000e+00  4.99933440e-01 
 1.07151931e+00 -9.64327467e-16  1.30455974e-01 -9.64327467e-16  3.42787125e-01  0.00000000e+00  4.73140546e-01  0.00000000e+00  4.98088331e-01 -9.64327467e-16  4.99925879e-01 
 1.08392691e+00  0.00000000e+00  1.28248183e-01  0.00000000e+00  3.39012468e-01  0.00000000e+00  4.71679029e-01  0.00000000e+00  4.97925744e-01  0.00000000e+00  4.99917475e-01 
 1.09647820e+00  0.00000000e+00  1.26065010e-01  0.00000000e+00  3.35205392e-01  0.00000000e+00  4.70150352e-01  0.00000000e+00  4.97749947e-01  0.00000000e+00  4.99908136e-01 
 1.10917482e+00  0.00000000e+00  1.23906613e-01  0.00000000e+00  3.31367881e-01  0.00000000e+00  4.68552484e-01  0.00000000e+00  4.97559940e-01  0.00000000e+00  4.99897761e-01 
 1.12201845e+00  0.00000000e+00  1.21773136e-01  0.00000000e+00  3.27501971e-01  0.00000000e+00  4.66883416e-01  0.00000000e+00  4.97354656e-01  0.00000000e+00  4.99886236e-01 
 1.13501082e+00  0.00000000e+00  1.19664704e-01  0.00000000e+00  3.23609738e-01 -9.64327467e-16  4.65141180e-01  0.00000000e+00  4.97132960e-01  0.00000000e+00  4.99873438e-01 
 1.14815362e+00  0.00000000e+00  1.17581429e-01  0.00000000e+00  3.19693301e-01  0.00000000e+00  4.63323849e-01  0.00000000e+00  4.96893639e-01  0.00000000e+00  4.99859230e-01 
 1.16144861e+00  0.00000000e+00  1.15523405e-01  0.00000000e+00  3.15754811e-01  0.00000000e+00  4.61429552e-01  0.00000000e+00  4.96635407e-01  0.00000000e+00  4.99843462e-01 
 1.17489755e+00  0.00000000e+00  1.13490712e-01  0.00000000e+00  3.11796452e-01  0.00000000e+00  4.59456482e-01  0.00000000e+00  4.96356896e-01  0.00000000e+00  4.99825966e-01 
 1.18850223e+00  0.00000000e+00  1.11483414e-01 -9.64327467e-16  3.07820428e-01  0.00000000e+00  4.57402906e-01 -9.64327467e-16  4.96056654e-01  0.00000000e+00  4.99806559e-01 
 1.20226443e+00  0.00000000e+00  1.09501559e-01  0.00000000e+00  3.03828965e-01  0.00000000e+00  4.55267179e-01  0.00000000e+00  4.95733142e-01  0.00000000e+00  4.99785040e-01 
 1.21618600e+00  0.00000000e+00  1.07545183e-01  0.00000000e+00  2.99824303e-01  0.00000000e+00  4.53047748e-01  0.00000000e+00  4.95384729e-01 -9.64327467e-16  4.99761184e-01 
 1.23026877e+00  0.00000000e+00  1.05614306e-01  0.00000000e+00  2.95808690e-01  0.00000000e+00  4.50743171e-01  0.00000000e+00  4.95009693e-01  0.00000000e+00  4.99734746e-01 
 1.24451461e+00  0.00000000e+00  1.03708934e-01  0.00000000e+00  2.91784375e-01  0.00000000e+00  4.48352122e-01  0.00000000e+00  4.94606214e-01  0.00000000e+00  4.99705458e-01 
 1.25892541e+00  0.00000000e+00  1.01829061e-01  0.00000000e+00  2.87753610e-01  0.00000000e+00  4.45873403e-01  0.00000000e+00  4.94172371e-01  0.00000000e+00  4.99673022e-01 
 1.27350308e+00  0.00000000e+00  9.99746655e-02  0.00000000e+00  2.83718636e-01  0.00000000e+00  4.43305957e-01  0.00000000e+00  4.93706145e-01  0.00000000e+00  4.99637112e-01 
 1.28824955e+00  0.00000000e+00  9.81457157e-02  0.00000000e+00  2.79681684e-01  0.00000000e+00  4.40648878e-01  0.00000000e+00  4.93205411e-01  0.00000000e+00  4.99597370e-01 
 1.30316678e+00  0.00000000e+00  9.63421659e-02  0.00000000e+00  2.75644967e-01  0.00000000e+00  4.37901420e-01  0.00000000e+00  4.92667940e-01 -9.64327467e-16  4.99553404e-01 
 1.31825674e+00  0.00000000e+00  9.45639589e-02  0.00000000e+00  2.71610678e-01  0.00000000e+00  4.35063006e-01  0.00000000e+00  4.92091393e-01  0.00000000e+00  4.99504783e-01 
 1.33352143e+00  0.00000000e+00  9.28110257e-02  0.00000000e+00  2.67580981e-01  0.00000000e+00  4.32133242e-01  0.00000000e+00  4.91473330e-01  0.00000000e+00  4.99451035e-01 
 1.34896288e+00  0.00000000e+00  9.10832859e-02  0.00000000e+00  2.63558012e-01  0.00000000e+00  4.29111923e-01  0.00000000e+00  4.90811197e-01 -9.64327467e-16  4.99391643e-01 
 1.36458314e+00 -9.64327467e-16  8.93806485e-02 -9.64327467e-16  2.59543871e-01  0.00000000e+00  4.25999038e-01  0.00000000e+00  4.90102339e-01 -9.64327467e-16  4.99326042e-01 
 1.38038426e+00  0.00000000e+00  8.77030119e-02  0.00000000e+00  2.55540619e-01 -9.64327467e-16  4.22794783e-01  0.00000000e+00  4.89343994e-01  0.00000000e+00  4.99253612e-01 
 1.39636836e+00  0.00000000e+00  8.60502645e-02  0.00000000e+00  2.51550274e-01  0.00000000e+00  4.19499565e-01  0.00000000e+00  4.88533295e-01 -9.64327467e-16  4.99173680e-01 
 1.41253754e+00  0.00000000e+00  8.44222847e-02  0.00000000e+00  2.47574808e-01  0.00000000e+00  4.16114007e-01 -9.64327467e-16  4.87667280e-01  0.00000000e+00  4.99085506e-01 
 1.42889396e+00 -9.64327467e-16  8.28189418e-02  0.00000000e+00  2.43616143e-01 -9.64327467e-16  4.12638951e-01  0.00000000e+00  4.86742888e-01  0.00000000e+00  4.98988289e-01 
 1.44543977e+00  0.00000000e+00  8.12400963e-02  0.00000000e+00  2.39676148e-01 -9.64327467e-16  4.09075466e-01  0.00000000e+00  4.85756970e-01  0.00000000e+00  4.98881150e-01 
 1.46217717e+00 -9.64327467e-16  7.96855998e-02  0.00000000e+00  2.35756638e-01  0.00000000e+00  4.05424845e-01  0.00000000e+00  4.84706295e-01  0.00000000e+00  4.98763138e-01 
 1.47910839e+00  0.00000000e+00  7.81552961e-02  0.00000000e+00  2.31859368e-01  0.00000000e+00  4.01688606e-01  0.00000000e+00  4.83587555e-01  0.00000000e+00  4.98633215e-01 
 1.49623566e+00  0.00000000e+00  7.66490209e-02  0.00000000e+00  2.27986034e-01 -9.64327467e-16  3.97868495e-01  0.00000000e+00  4.82397377e-01 -9.64327467e-16  4.98490256e-01 
 1.51356125e+00  0.00000000e+00  7.51666026e-02  0.00000000e+00  2.24138268e-01  0.00000000e+00  3.93966481e-01 -9.64327467e-16  4.81132334e-01  0.00000000e+00  4.98333039e-01 
 1.53108746e+00 -9.64327467e-16  7.37078625e-02 -9.64327467e-16  2.20317641e-01  0.00000000e+00  3.89984753e-01  0.00000000e+00  4.79788954e-01 -9.64327467e-16  4.98160241e-01 
 1.54881662e+00  0.00000000e+00  7.22726153e-02  0.00000000e+00  2.16525654e-01  0.00000000e+00  3.85925715e-01  0.00000000e+00  4.78363738e-01  0.00000000e+00  4.97970429e-01 
 1.56675107e+00  0.00000000e+00  7.08606694e-02  0.00000000e+00  2.12763746e-01 -9.64327467e-16  3.81791980e-01  0.00000000e+00  4.76853172e-01 -9.64327467e-16  4.97762054e-01 
 1.58489319e+00  0.00000000e+00  6.94718271e-02 -9.64327467e-16  2.09033283e-01 -9.64327467e-16  3.77586364e-01  0.00000000e+00  4.75253744e-01  0.00000000e+00  4.97533446e-01 
 1.60324539e+00 -9.64327467e-16  6.81058850e-02  0.00000000e+00  2.05335568e-01  0.00000000e+00  3.73311874e-01  0.00000000e+00  4.73561965e-01  0.00000000e+00  4.97282803e-01 
 1.62181010e+00  0.00000000e+00  6.67626346e-02  0.00000000e+00  2.01671831e-01 -9.64327467e-16  3.68971699e-01 -9.64327467e-16  4.71774386e-01  0.00000000e+00  4.97008185e-01 
 1.64058977e+00  0.00000000e+00  6.54418624e-02  0.00000000e+00  1.98043235e-01  0.00000000e+00  3.64569203e-01  0.00000000e+00  4.69887619e-01  0.00000000e+00  4.96707509e-01 
 1.65958691e+00  0.00000000e+00  6.41433501e-02  0.00000000e+00  1.94450871e-01  0.00000000e+00  3.60107904e-01  0.00000000e+00  4.67898363e-01  0.00000000e+00  4.96378540e-01 
 1.67880402e+00  0.00000000e+00  6.28668754e-02  0.00000000e+00  1.90895765e-01  0.00000000e+00  3.55591470e-01  0.00000000e+00  4.65803422e-01 -9.64327467e-16  4.96018883e-01 
 1.69824365e+00  0.00000000e+00  6.16122117e-02  0.00000000e+00  1.87378872e-01  0.00000000e+00  3.51023697e-01  0.00000000e+00  4.63599736e-01  0.00000000e+00  4.95625978e-01 
 1.71790839e+00  0.00000000e+00  6.03791288e-02  0.00000000e+00  1.83901078e-01  0.00000000e+00  3.46408500e-01  0.00000000e+00  4.61284402e-01  0.00000000e+00  4.95197096e-01 
 1.73780083e+00  0.00000000e+00  5.91673933e-02 -9.64327467e-16  1.80463203e-01  0.00000000e+00  3.41749894e-01  0.00000000e+00  4.58854703e-01  0.00000000e+00  4.94729328e-01 
 1.75792361e+00  0.00000000e+00  5.79767684e-02  0.00000000e+00  1.77066002e-01  0.00000000e+00  3.37051979e-01  0.00000000e+00  4.56308132e-01 -9.64327467e-16  4.94219584e-01 
 1.77827941e+00  0.00000000e+00  5.68070146e-02  0.00000000e+00  1.73710161e-01  0.00000000e+00  3.32318925e-01  0.00000000e+00  4.53642421e-01  0.00000000e+00  4.93664589e-01 
 1.79887092e+00  0.00000000e+00  5.56578900e-02  0.00000000e+00  1.70396304e-01  0.00000000e+00  3.27554951e-01 -9.64327467e-16  4.50855567e-01  0.00000000e+00  4.93060879e-01 
 1.81970086e+00  0.00000000e+00  5.45291501e-02 -9.64327467e-16  1.67124994e-01  0.00000000e+00  3.22764316e-01  0.00000000e+00  4.47945857e-01  0.00000000e+00  4.92404800e-01 
 1.84077200e+00  0.00000000e+00  5.34205486e-02  0.00000000e+00  1.63896729e-01  0.00000000e+00  3.17951295e-01 -9.64327467e-16  4.44911893e-01  0.00000000e+00  4.91692507e-01 
 1.86208714e+00  0.00000000e+00  5.23318375e-02  0.00000000e+00  1.60711949e-01  0.00000000e+00  3.13120167e-01  0.00000000e+00  4.41752619e-01  0.00000000e+00  4.90919968e-01 
 1.88364909e+00  0.00000000e+00  5.12627671e-02 -9.64327467e-16  1.57571037e-01  0.00000000e+00  3.08275198e-01  0.00000000e+00  4.38467339e-01  0.00000000e+00  4.90082964e-01 
 1.90546072e+00  0.00000000e+00  5.02130864e-02  0.00000000e+00  1.54474317e-01  0.00000000e+00  3.03420625e-01  0.00000000e+00  4.35055741e-01 -9.64327467e-16  4.89177099e-01 
 1.92752491e+00  0.00000000e+00  4.91825433e-02  0.00000000e+00  1.51422060e-01 -9.64327467e-16  2.98560642e-01 -9.64327467e-16  4.31517913e-01 -9.64327467e-16  4.88197804e-01 
 1.94984460e+00  0.00000000e+00  4.81708851e-02 -9.64327467e-16  1.48414484e-01  0.00000000e+00  2.93699384e-01  0.00000000e+00  4.27854357e-01  0.00000000e+00  4.87140353e-01 
 1.97242274e+00  0.00000000e+00  4.71778582e-02  0.00000000e+00  1.45451755e-01 -9.64327467e-16  2.88840917e-01  0.00000000e+00  4.24066005e-01  0.00000000e+00  4.85999871e-01 
 1.99526231e+00  0.00000000e+00  4.62032086e-02 -9.64327467e-16  1.42533992e-01  0.00000000e+00  2.83989222e-01  0.00000000e+00  4.20154227e-01 -9.64327467e-16  4.84771355e-01 
 2.01836636e+00 -9.64327467e-16  4.52466822e-02  0.00000000e+00  1.39661265e-01  0.00000000e+00  2.79148184e-01  0.00000000e+00  4.16120835e-01  0.00000000e+00  4.83449693e-01 
 2.04173794e+00  0.00000000e+00  4.43080246e-02  0.00000000e+00  1.36833599e-01  0.00000000e+00  2.74321581e-01 -9.64327467e-16  4.11968085e-01  0.00000000e+00  4.82029689e-01 
 2.06538016e+00 -9.64327467e-16  4.33869816e-02  0.00000000e+00  1.34050977e-01  0.00000000e+00  2.69513078e-01 -9.64327467e-16  4.07698679e-01  0.00000000e+00  4.80506086e-01 
 2.08929613e+00 -9.64327467e-16  4.24832994e-02  0.00000000e+00  1.31313341e-01  0.00000000e+00  2.64726211e-01  0.00000000e+00  4.03315753e-01  0.00000000e+00  4.78873602e-01 
 2.11348904e+00  0.00000000e+00  4.15967246e-02 -9.64327467e-16  1.28620591e-01  0.00000000e+00  2.59964387e-01  0.00000000e+00  3.98822872e-01  0.00000000e+00  4.77126962e-01 
 2.13796209e+00  0.00000000e+00  4.07270043e-02  0.00000000e+00  1.25972594e-01  0.00000000e+00  2.55230869e-01  0.00000000e+00  3.94224016e-01 -9.64327467e-16  4.75260935e-01 
