 frequency       Youtmag         Youtphdeg      
 1.00000000e+02  3.06464629e-02 -3.00716381e+00 
 1.01152151e+02  3.06454798e-02 -3.04180975e+00 
 1.02317577e+02  3.06444740e-02 -3.07685185e+00 
 1.03496431e+02  3.06434451e-02 -3.11229461e+00 
 1.04688866e+02  3.06423924e-02 -3.14814257e+00 
 1.05895041e+02  3.06413154e-02 -3.18440033e+00 
 1.07115112e+02  3.06402136e-02 -3.22107253e+00 
 1.08349240e+02  3.06390863e-02 -3.25816385e+00 
 1.09597588e+02  3.06379331e-02 -3.29567904e+00 
 1.10860318e+02  3.06367533e-02 -3.33362290e+00 
 1.12137597e+02  3.06355462e-02 -3.37200026e+00 
 1.13429592e+02  3.06343114e-02 -3.41081604e+00 
 1.14736472e+02  3.06330481e-02 -3.45007518e+00 
 1.16058410e+02  3.06317556e-02 -3.48978268e+00 
 1.17395579e+02  3.06304334e-02 -3.52994360e+00 
 1.18748154e+02  3.06290807e-02 -3.57056305e+00 
 1.20116312e+02  3.06276969e-02 -3.61164620e+00 
 1.21500234e+02  3.06262811e-02 -3.65319828e+00 
 1.22900101e+02  3.06248328e-02 -3.69522456e+00 
 1.24316096e+02  3.06233511e-02 -3.73773036e+00 
 1.25748406e+02  3.06218353e-02 -3.78072109e+00 
 1.27197218e+02  3.06202846e-02 -3.82420219e+00 
 1.28662722e+02  3.06186982e-02 -3.86817917e+00 
 1.30145112e+02  3.06170753e-02 -3.91265758e+00 
 1.31644581e+02  3.06154150e-02 -3.95764306e+00 
 1.33161325e+02  3.06137166e-02 -4.00314127e+00 
 1.34695546e+02  3.06119791e-02 -4.04915797e+00 
 1.36247442e+02  3.06102016e-02 -4.09569894e+00 
 1.37817219e+02  3.06083832e-02 -4.14277006e+00 
 1.39405082e+02  3.06065230e-02 -4.19037725e+00 
 1.41011240e+02  3.06046201e-02 -4.23852648e+00 
 1.42635903e+02  3.06026735e-02 -4.28722380e+00 
 1.44279285e+02  3.06006821e-02 -4.33647533e+00 
 1.45941600e+02  3.05986449e-02 -4.38628722e+00 
 1.47623069e+02  3.05965610e-02 -4.43666573e+00 
 1.49323910e+02  3.05944292e-02 -4.48761713e+00 
 1.51044348e+02  3.05922485e-02 -4.53914781e+00 
 1.52784607e+02  3.05900177e-02 -4.59126418e+00 
 1.54544917e+02  3.05877357e-02 -4.64397273e+00 
 1.56325509e+02  3.05854013e-02 -4.69728003e+00 
 1.58126615e+02  3.05830134e-02 -4.75119271e+00 
 1.59948473e+02  3.05805708e-02 -4.80571744e+00 
 1.61791322e+02  3.05780721e-02 -4.86086099e+00 
 1.63655403e+02  3.05755162e-02 -4.91663019e+00 
 1.65540961e+02  3.05729017e-02 -4.97303193e+00 
 1.67448244e+02  3.05702273e-02 -5.03007317e+00 
 1.69377501e+02  3.05674916e-02 -5.08776095e+00 
 1.71328986e+02  3.05646933e-02 -5.14610236e+00 
 1.73302956e+02  3.05618310e-02 -5.20510457e+00 
 1.75299668e+02  3.05589031e-02 -5.26477482e+00 
 1.77319386e+02  3.05559082e-02 -5.32512043e+00 
 1.79362374e+02  3.05528449e-02 -5.38614878e+00 
 1.81428900e+02  3.05497115e-02 -5.44786731e+00 
 1.83519236e+02  3.05465065e-02 -5.51028355e+00 
 1.85633655e+02  3.05432283e-02 -5.57340509e+00 
 1.87772436e+02  3.05398751e-02 -5.63723961e+00 
 1.89935859e+02  3.05364454e-02 -5.70179484e+00 
 1.92124208e+02  3.05329374e-02 -5.76707860e+00 
 1.94337770e+02  3.05293494e-02 -5.83309877e+00 
 1.96576835e+02  3.05256795e-02 -5.89986330e+00 
 1.98841698e+02  3.05219260e-02 -5.96738025e+00 
 2.01132655e+02  3.05180868e-02 -6.03565769e+00 
 2.03450008e+02  3.05141602e-02 -6.10470383e+00 
 2.05794060e+02  3.05101442e-02 -6.17452692e+00 
 2.08165120e+02  3.05060367e-02 -6.24513527e+00 
 2.10563497e+02  3.05018358e-02 -6.31653730e+00 
 2.12989507e+02  3.04975393e-02 -6.38874149e+00 
 2.15443469e+02  3.04931451e-02 -6.46175638e+00 
 2.17925704e+02  3.04886510e-02 -6.53559061e+00 
 2.20436538e+02  3.04840548e-02 -6.61025288e+00 
 2.22976301e+02  3.04793543e-02 -6.68575196e+00 
 2.25545326e+02  3.04745470e-02 -6.76209672e+00 
 2.28143949e+02  3.04696307e-02 -6.83929607e+00 
 2.30772513e+02  3.04646030e-02 -6.91735903e+00 
 2.33431362e+02  3.04594613e-02 -6.99629466e+00 
 2.36120845e+02  3.04542031e-02 -7.07611213e+00 
 2.38841315e+02  3.04488258e-02 -7.15682067e+00 
 2.41593128e+02  3.04433269e-02 -7.23842957e+00 
 2.44376647e+02  3.04377037e-02 -7.32094821e+00 
 2.47192236e+02  3.04319533e-02 -7.40438605e+00 
 2.50040265e+02  3.04260730e-02 -7.48875261e+00 
 2.52921107e+02  3.04200600e-02 -7.57405749e+00 
 2.55835142e+02  3.04139113e-02 -7.66031036e+00 
 2.58782750e+02  3.04076240e-02 -7.74752098e+00 
 2.61764319e+02  3.04011950e-02 -7.83569915e+00 
 2.64780240e+02  3.03946212e-02 -7.92485478e+00 
 2.67830910e+02  3.03878995e-02 -8.01499782e+00 
 2.70916727e+02  3.03810266e-02 -8.10613832e+00 
 2.74038098e+02  3.03739992e-02 -8.19828636e+00 
 2.77195432e+02  3.03668141e-02 -8.29145213e+00 
 2.80389144e+02  3.03594677e-02 -8.38564588e+00 
 2.83619651e+02  3.03519565e-02 -8.48087791e+00 
 2.86887379e+02  3.03442770e-02 -8.57715861e+00 
 2.90192756e+02  3.03364256e-02 -8.67449842e+00 
 2.93536216e+02  3.03283985e-02 -8.77290785e+00 
