 frequency       Youtmag         Youtphdeg      
 2.30772513e+06  1.57390545e-04  6.73298930e+01 
 2.33431362e+06  1.58935278e-04  6.75623002e+01 
 2.36120845e+06  1.60501544e-04  6.77929943e+01 
 2.38841315e+06  1.62087634e-04  6.80216902e+01 
 2.41593128e+06  1.63697017e-04  6.82488498e+01 
 2.44376647e+06  1.65322785e-04  6.84734779e+01 
 2.47192236e+06  1.66971868e-04  6.86965147e+01 
 2.50040265e+06  1.68644288e-04  6.89179176e+01 
 2.52921107e+06  1.70336581e-04  6.91372007e+01 
 2.55835142e+06  1.72055722e-04  6.93552286e+01 
 2.58782750e+06  1.73787779e-04  6.95702258e+01 
 2.61764319e+06  1.75546704e-04  6.97839183e+01 
 2.64780240e+06  1.77330776e-04  6.99960450e+01 
 2.67830910e+06  1.79134757e-04  7.02059608e+01 
 2.70916727e+06  1.80969171e-04  7.04148515e+01 
 2.74038098e+06  1.82812972e-04  7.06203220e+01 
 2.77195432e+06  1.84690743e-04  7.08251036e+01 
 2.80389144e+06  1.86591964e-04  7.10279921e+01 
 2.83619651e+06  1.88513112e-04  7.12286073e+01 
 2.86887379e+06  1.90457713e-04  7.14273143e+01 
 2.90192756e+06  1.92436376e-04  7.16251497e+01 
 2.93536216e+06  1.94434984e-04  7.18206685e+01 
 2.96918198e+06  1.96453525e-04  7.20138842e+01 
 3.00339145e+06  1.98506179e-04  7.22061254e+01 
 3.03799507e+06  2.00582326e-04  7.23963605e+01 
 3.07299737e+06  2.02678412e-04  7.25842721e+01 
 3.10840296e+06  2.04808657e-04  7.27711133e+01 
 3.14421647e+06  2.06958842e-04  7.29556175e+01 
 3.18044260e+06  2.09139651e-04  7.31386940e+01 
 3.21708612e+06  2.11347530e-04  7.33200194e+01 
 3.25415182e+06  2.13582485e-04  7.34995809e+01 
 3.29164458e+06  2.15848096e-04  7.36776452e+01 
 3.32956931e+06  2.18144375e-04  7.38541857e+01 
 3.36793099e+06  2.20457007e-04  7.40281124e+01 
 3.40673466e+06  2.22807474e-04  7.42010350e+01 
 3.44598540e+06  2.25185041e-04  7.43721333e+01 
 3.48568837e+06  2.27596889e-04  7.45419048e+01 
 3.52584878e+06  2.30032254e-04  7.47095828e+01 
 3.56647189e+06  2.32501914e-04  7.48759023e+01 
 3.60756305e+06  2.34998684e-04  7.50403655e+01 
 3.64912764e+06  2.37526165e-04  7.52032058e+01 
 3.69117112e+06  2.40084358e-04  7.53644130e+01 
 3.73369900e+06  2.42680482e-04  7.55244186e+01 
 3.77671687e+06  2.45292897e-04  7.56818967e+01 
 3.82023036e+06  2.47950471e-04  7.58385823e+01 
 3.86424520e+06  2.50642390e-04  7.59937990e+01 
 3.90876716e+06  2.53354194e-04  7.61467245e+01 
 3.95380208e+06  2.56111196e-04  7.62987791e+01 
 3.99935587e+06  2.58895315e-04  7.64489463e+01 
 4.04543450e+06  2.61717412e-04  7.65978076e+01 
 4.09204403e+06  2.64573872e-04  7.67451569e+01 
 4.13919058e+06  2.67457443e-04  7.68906247e+01 
 4.18688032e+06  2.70379003e-04  7.70347597e+01 
 4.23511952e+06  2.73345827e-04  7.71778921e+01 
 4.28391452e+06  2.76339761e-04  7.73191370e+01 
 4.33327170e+06  2.79364429e-04  7.74586806e+01 
 4.38319755e+06  2.82434379e-04  7.75971823e+01 
 4.43369862e+06  2.85538706e-04  7.77341341e+01 
 4.48478155e+06  2.88684692e-04  7.78698486e+01 
 4.53645302e+06  2.91861415e-04  7.80038525e+01 
 4.58871983e+06  2.95087094e-04  7.81369033e+01 
 4.64158883e+06  2.98336214e-04  7.82679490e+01 
 4.69506697e+06  3.01634301e-04  7.83980207e+01 
 4.74916125e+06  3.04974067e-04  7.85268097e+01 
 4.80387878e+06  3.08348214e-04  7.86540336e+01 
 4.85922674e+06  3.11756735e-04  7.87797019e+01 
 4.91521239e+06  3.15217902e-04  7.89044760e+01 
 4.97184308e+06  3.18717103e-04  7.90278140e+01 
 5.02912624e+06  3.22254336e-04  7.91497195e+01 
 5.08706939e+06  3.25833258e-04  7.92703191e+01 
 5.14568013e+06  3.29464854e-04  7.93899679e+01 
 5.20496616e+06  3.33138149e-04  7.95082908e+01 
 5.26493525e+06  3.36845813e-04  7.96250594e+01 
 5.32559528e+06  3.40595168e-04  7.97405129e+01 
 5.38695420e+06  3.44393548e-04  7.98548711e+01 
 5.44902008e+06  3.48244626e-04  7.99682288e+01 
 5.51180104e+06  3.52133734e-04  8.00801506e+01 
 5.57530533e+06  3.56060864e-04  8.01906483e+01 
 5.63954130e+06  3.60055386e-04  8.03005328e+01 
 5.70451735e+06  3.64087935e-04  8.04089823e+01 
 5.77024203e+06  3.68158504e-04  8.05160109e+01 
 5.83672396e+06  3.72289137e-04  8.06221932e+01 
 5.90397186e+06  3.76472493e-04  8.07273239e+01 
 5.97199455e+06  3.80693866e-04  8.08310371e+01 
 6.04080098e+06  3.84967961e-04  8.09336984e+01 
 6.11040015e+06  3.89294782e-04  8.10353011e+01 
 6.18080121e+06  3.93674332e-04  8.11358395e+01 
 6.25201340e+06  3.98099248e-04  8.12351459e+01 
 6.32404607e+06  4.02576892e-04  8.13333872e+01 
 6.39690866e+06  4.07114633e-04  8.14307171e+01 
 6.47061073e+06  4.11705107e-04  8.15269705e+01 
 6.54516197e+06  4.16333574e-04  8.16218480e+01 
 6.62057214e+06  4.21029512e-04  8.17159538e+01 
 6.69685116e+06  4.25792932e-04  8.18092690e+01 
 6.77400903e+06  4.30586961e-04  8.19010779e+01 
 6.85205587e+06  4.35455851e-04  8.19922307e+01 
 6.93100193e+06  4.40392234e-04  8.20825693e+01 
 7.01085757e+06  4.45359213e-04  8.21714272e+01 
 7.09163327e+06  4.50393683e-04  8.22594738e+01 
 7.17333962e+06  4.55488267e-04  8.23465722e+01 
 7.25598736e+06  4.60642966e-04  8.24327201e+01 
 7.33958732e+06  4.65865167e-04  8.25180352e+01 
 7.42415048e+06  4.71140099e-04  8.26022753e+01 
 7.50968794e+06  4.76482535e-04  8.26856764e+01 
 7.59621092e+06  4.81877698e-04  8.27680087e+01 
 7.68373077e+06  4.87347761e-04  8.28496081e+01 
 7.77225899e+06  4.92870547e-04  8.29301421e+01 
 7.86180718e+06  4.98475632e-04  8.30100378e+01 
 7.95238711e+06  5.04133441e-04  8.30888699e+01 
 8.04401065e+06  5.09851363e-04  8.31667490e+01 
 8.13668983e+06  5.15644195e-04  8.32438747e+01 
 8.23043682e+06  5.21497141e-04  8.33200484e+01 
 8.32526392e+06  5.27424999e-04  8.33954622e+01 
 8.42118357e+06  5.33427774e-04  8.34701097e+01 
 8.51820836e+06  5.39483256e-04  8.35437187e+01 
 8.61635102e+06  5.45628462e-04  8.36167373e+01 
 8.71562443e+06  5.51848589e-04  8.36889799e+01 
 8.81604162e+06  5.58121418e-04  8.37601939e+01 
 8.91761577e+06  5.64483980e-04  8.38308003e+01 
 9.02036021e+06  5.70899238e-04  8.39003888e+01 
 9.12428842e+06  5.77404232e-04  8.39693629e+01 
 9.22941404e+06  5.83984147e-04  8.40375595e+01 
 9.33575087e+06  5.90638982e-04  8.41049787e+01 
 9.44331286e+06  5.97376150e-04  8.41716939e+01 
 9.55211412e+06  6.04180826e-04  8.42375595e+01 
 9.66216894e+06  6.11075248e-04  8.43027902e+01 
 9.77349176e+06  6.18044590e-04  8.43672433e+01 
 9.88609719e+06  6.25096266e-04  8.44309881e+01 
 1.00000000e+07  6.32230277e-04  8.44940234e+01 
 1.01152151e+07  6.39454040e-04  8.45564120e+01 
 1.02317577e+07  6.46767557e-04  8.46181496e+01 
 1.03496431e+07  6.54141156e-04  8.46789908e+01 
 1.04688866e+07  6.61611925e-04  8.47392447e+01 
 1.05895041e+07  6.69187289e-04  8.47989627e+01 
 1.07115112e+07  6.76822728e-04  8.48577960e+01 
 1.08349240e+07  6.84570183e-04  8.49161457e+01 
 1.09597588e+07  6.92377708e-04  8.49736215e+01 
 1.10860318e+07  7.00289831e-04  8.50305549e+01 
 1.12137597e+07  7.08321400e-04  8.50870421e+01 
 1.13429592e+07  7.16398186e-04  8.51425653e+01 
 1.14736472e+07  7.24579571e-04  8.51975411e+01 
 1.16058410e+07  7.32895258e-04  8.52521572e+01 
 1.17395579e+07  7.41285853e-04  8.53060191e+01 
 1.18748154e+07  7.49751349e-04  8.53591360e+01 
 1.20116312e+07  7.58336303e-04  8.54117873e+01 
 1.21500234e+07  7.67025864e-04  8.54638761e+01 
 1.22900101e+07  7.75805177e-04  8.55153143e+01 
 1.24316096e+07  7.84703955e-04  8.55662742e+01 
 1.25748406e+07  7.93677627e-04  8.56165024e+01 
 1.27197218e+07  8.02770764e-04  8.56662505e+01 
 1.28662722e+07  8.11968510e-04  8.57154341e+01 
 1.30145112e+07  8.21270863e-04  8.57640534e+01 
 1.31644581e+07  8.30662963e-04  8.58120341e+01 
 1.33161325e+07  8.40204254e-04  8.58596757e+01 
 1.34695546e+07  8.49820430e-04  8.59066059e+01 
 1.36247442e+07  8.59570939e-04  8.59531169e+01 
 1.37817219e+07  8.69426055e-04  8.59990641e+01 
 1.39405082e+07  8.79400643e-04  8.60445172e+01 
 1.41011240e+07  8.89479838e-04  8.60894091e+01 
 1.42635903e+07  8.99693372e-04  8.61338708e+01 
 1.44279285e+07  9.10011511e-04  8.61777722e+01 
 1.45941600e+07  9.20449122e-04  8.62211783e+01 
 1.47623069e+07  9.31006207e-04  8.62640891e+01 
 1.49323910e+07  9.41697633e-04  8.63065633e+01 
 1.51044348e+07  9.52493662e-04  8.63484835e+01 
 1.52784607e+07  9.63424033e-04  8.63899663e+01 
 1.54544917e+07  9.74473876e-04  8.64309548e+01 
 1.56325509e+07  9.85643190e-04  8.64714506e+01 
 1.58126615e+07  9.96946847e-04  8.65115079e+01 
 1.59948473e+07  1.00841460e-03  8.65512274e+01 
 1.61791322e+07  1.02000182e-03  8.65904520e+01 
 1.63655403e+07  1.03172339e-03  8.66292332e+01 
 1.65540961e+07  1.04354955e-03  8.66674762e+01 
 1.67448244e+07  1.05553980e-03  8.67053734e+01 
 1.69377501e+07  1.06766441e-03  8.67428283e+01 
 1.71328986e+07  1.07992335e-03  8.67798417e+01 
 1.73302956e+07  1.09230177e-03  8.68163716e+01 
 1.75299668e+07  1.10485916e-03  8.68525920e+01 
 1.77319386e+07  1.11755089e-03  8.68883715e+01 
 1.79362374e+07  1.13039185e-03  8.69237529e+01 
 1.81428900e+07  1.14339691e-03  8.69587753e+01 
 1.83519236e+07  1.15653632e-03  8.69933584e+01 
 1.85633655e+07  1.16982495e-03  8.70275431e+01 
 1.87772436e+07  1.18326280e-03  8.70613298e+01 
 1.89935859e+07  1.19684987e-03  8.70947193e+01 
 1.92124208e+07  1.21061593e-03  8.71277833e+01 
 1.94337770e+07  1.22453121e-03  8.71604493e+01 
 1.96576835e+07  1.23861060e-03  8.71927525e+01 
 1.98841698e+07  1.25282432e-03  8.72246267e+01 
 2.01132655e+07  1.26721704e-03  8.72561727e+01 
 2.03450008e+07  1.28177386e-03  8.72873571e+01 
 2.05794060e+07  1.29650966e-03  8.73182108e+01 
 2.08165120e+07  1.31145423e-03  8.73487927e+01 
 2.10563497e+07  1.32651825e-03  8.73789210e+01 
 2.12989507e+07  1.34176126e-03  8.74087179e+01 
 2.15443469e+07  1.35718325e-03  8.74381828e+01 
 2.17925704e+07  1.37281401e-03  8.74673705e+01 
 2.20436538e+07  1.38856422e-03  8.74961158e+01 
 2.22976301e+07  1.40452318e-03  8.75245840e+01 
 2.25545326e+07  1.42069092e-03  8.75527718e+01 
 2.28143949e+07  1.43703764e-03  8.75806262e+01 
 2.30772513e+07  1.45353358e-03  8.76080992e+01 
 2.33431362e+07  1.47026806e-03  8.76353391e+01 
 2.36120845e+07  1.48721130e-03  8.76622936e+01 
 2.38841315e+07  1.50430376e-03  8.76888699e+01 
 2.41593128e+07  1.52160499e-03  8.77151621e+01 
 2.44376647e+07  1.53911498e-03  8.77411693e+01 
 2.47192236e+07  1.55680396e-03  8.77668479e+01 
 2.50040265e+07  1.57473149e-03  8.77922837e+01 
 2.52921107e+07  1.59280822e-03  8.78173510e+01 
 2.55835142e+07  1.61115328e-03  8.78422150e+01 
 2.58782750e+07  1.62967733e-03  8.78667531e+01 
 2.61764319e+07  1.64841015e-03  8.78910065e+01 
 2.64780240e+07  1.66738152e-03  8.79150130e+01 
 2.67830910e+07  1.68656165e-03  8.79387342e+01 
 2.70916727e+07  1.70598034e-03  8.79622068e+01 
 2.74038098e+07  1.72563757e-03  8.79854293e+01 
 2.77195432e+07  1.74556314e-03  8.80084347e+01 
 2.80389144e+07  1.76560813e-03  8.80310538e+01 
 2.83619651e+07  1.78589166e-03  8.80534248e+01 
 2.86887379e+07  1.80644354e-03  8.80755792e+01 
 2.90192756e+07  1.82723396e-03  8.80974833e+01 
 2.93536216e+07  1.84829272e-03  8.81191675e+01 
 2.96918198e+07  1.86956024e-03  8.81405706e+01 
 3.00339145e+07  1.89106632e-03  8.81617240e+01 
 3.03799507e+07  1.91284073e-03  8.81826564e+01 
 3.07299737e+07  1.93485370e-03  8.82033391e+01 
 3.10840296e+07  1.95713500e-03  8.82237998e+01 
 3.14421647e+07  1.97962507e-03  8.82439849e+01 
 3.18044260e+07  2.00247283e-03  8.82640266e+01 
 3.21708612e+07  2.02544000e-03  8.82837171e+01 
 3.25415182e+07  2.04882445e-03  8.83033116e+01 
 3.29164458e+07  2.07238787e-03  8.83226086e+01 
 3.32956931e+07  2.09621962e-03  8.83416838e+01 
 3.36793099e+07  2.12040909e-03  8.83606067e+01 
 3.40673466e+07  2.14480732e-03  8.83792604e+01 
 3.44598540e+07  2.16947388e-03  8.83976925e+01 
 3.48568837e+07  2.19449815e-03  8.84159684e+01 
 3.52584878e+07  2.21976098e-03  8.84340003e+01 
 3.56647189e+07  2.24532193e-03  8.84518319e+01 
 3.60756305e+07  2.27112142e-03  8.84694228e+01 
 3.64912764e+07  2.29727863e-03  8.84868540e+01 
 3.69117112e+07  2.32370418e-03  8.85040654e+01 
 3.73369900e+07  2.35045765e-03  8.85210960e+01 
 3.77671687e+07  2.37756883e-03  8.85379632e+01 
 3.82023036e+07  2.40491856e-03  8.85545934e+01 
 3.86424520e+07  2.43259621e-03  8.85710422e+01 
 3.90876716e+07  2.46060178e-03  8.85873090e+01 
 3.95380208e+07  2.48896506e-03  8.86034104e+01 
 3.99935587e+07  2.51759669e-03  8.86192961e+01 
 4.04543450e+07  2.54655623e-03  8.86350002e+01 
 4.09204403e+07  2.57596287e-03  8.86505854e+01 
 4.13919058e+07  2.60557826e-03  8.86659255e+01 
 4.18688032e+07  2.63558115e-03  8.86811147e+01 
 4.23511952e+07  2.66591197e-03  8.86961224e+01 
 4.28391452e+07  2.69666010e-03  8.87109918e+01 
 4.33327170e+07  2.72776594e-03  8.87256930e+01 
 4.38319755e+07  2.75905072e-03  8.87401444e+01 
 4.43369862e+07  2.79087200e-03  8.87545111e+01 
 4.48478155e+07  2.82305099e-03  8.87687099e+01 
 4.53645302e+07  2.85552811e-03  8.87827157e+01 
 4.58871983e+07  2.88836294e-03  8.87965554e+01 
 4.64158883e+07  2.92167467e-03  8.88102783e+01 
 4.69506697e+07  2.95534412e-03  8.88238341e+01 
 4.74916125e+07  2.98931169e-03  8.88372003e+01 
 4.80387878e+07  3.02375616e-03  8.88504476e+01 
 4.85922674e+07  3.05861794e-03  8.88635514e+01 
 4.91521239e+07  3.09377784e-03  8.88764682e+01 
 4.97184308e+07  3.12947424e-03  8.88892850e+01 
 5.02912624e+07  3.16546876e-03  8.89019161e+01 
 5.08706939e+07  3.20194018e-03  8.89144249e+01 
 5.14568013e+07  3.23882890e-03  8.89267902e+01 
 5.20496616e+07  3.27613494e-03  8.89390121e+01 
 5.26493525e+07  3.31385829e-03  8.89510909e+01 
 5.32559528e+07  3.35205854e-03  8.89630452e+01 
 5.38695420e+07  3.39061650e-03  8.89748383e+01 
 5.44902008e+07  3.42965136e-03  8.89865071e+01 
 5.51180104e+07  3.46916313e-03  8.89980510e+01 
 5.57530533e+07  3.50921140e-03  8.90094864e+01 
 5.63954130e+07  3.54961738e-03  8.90207623e+01 
 5.70451735e+07  3.59055986e-03  8.90319290e+01 
 5.77024203e+07  3.63191964e-03  8.90429539e+01 
 5.83672396e+07  3.67369674e-03  8.90538379e+01 
 5.90397186e+07  3.71601033e-03  8.90646123e+01 
 5.97199455e+07  3.75880083e-03  8.90752613e+01 
 6.04080098e+07  3.80212783e-03  8.90857996e+01 
 6.11040015e+07  3.84581253e-03  8.90961845e+01 
 6.18080121e+07  3.89021253e-03  8.91065004e+01 
 6.25201340e+07  3.93491064e-03  8.91166503e+01 
 6.32404607e+07  3.98032405e-03  8.91267292e+01 
 6.39690866e+07  4.02621435e-03  8.91366830e+01 
 6.47061073e+07  4.07258156e-03  8.91465123e+01 
 6.54516197e+07  4.11948527e-03  8.91562302e+01 
 6.62057214e+07  4.16686589e-03  8.91658248e+01 
 6.69685116e+07  4.21490220e-03  8.91753319e+01 
 6.77400903e+07  4.26353461e-03  8.91847387e+01 
 6.85205587e+07  4.31270352e-03  8.91940336e+01 
 6.93100193e+07  4.36228973e-03  8.92031951e+01 
 7.01085757e+07  4.41253165e-03  8.92122678e+01 
 7.09163327e+07  4.46336966e-03  8.92212401e+01 
 7.17333962e+07  4.51480377e-03  8.92301121e+01 
 7.25598736e+07  4.56683398e-03  8.92388834e+01 
 7.33958732e+07  4.61946029e-03  8.92475543e+01 
 7.42415048e+07  4.67250390e-03  8.92560962e+01 
 7.50968794e+07  4.72638201e-03  8.92645763e+01 
 7.59621092e+07  4.78079662e-03  8.92729467e+01 
 7.68373077e+07  4.83604573e-03  8.92812528e+01 
 7.77225899e+07  4.89165254e-03  8.92894232e+01 
 7.86180718e+07  4.94803425e-03  8.92975199e+01 
 7.95238711e+07  5.00501206e-03  8.93055169e+01 
 8.04401065e+07  5.06252636e-03  8.93134066e+01 
 8.13668983e+07  5.12099437e-03  8.93212454e+01 
 8.23043682e+07  5.17993927e-03  8.93289690e+01 
 8.32526392e+07  5.23959948e-03  8.93366094e+01 
 8.42118357e+07  5.29991538e-03  8.93441589e+01 
 8.51820836e+07  5.36100619e-03  8.93516322e+01 
 8.61635102e+07  5.42269309e-03  8.93590075e+01 
 8.71562443e+07  5.48539330e-03  8.93663340e+01 
 8.81604162e+07  5.54845120e-03  8.93735353e+01 
 8.91761577e+07  5.61222440e-03  8.93806536e+01 
 9.02036021e+07  5.67707051e-03  8.93877277e+01 
 9.12428842e+07  5.74251272e-03  8.93947049e+01 
 9.22941404e+07  5.80855102e-03  8.94015862e+01 
 9.33575087e+07  5.87542383e-03  8.94083968e+01 
 9.44331286e+07  5.94325034e-03  8.94151479e+01 
 9.55211412e+07  6.01155374e-03  8.94217926e+01 
 9.66216894e+07  6.08093006e-03  8.94283888e+01 
 9.77349176e+07  6.15090247e-03  8.94348910e+01 
 9.88609719e+07  6.22182859e-03  8.94413325e+01 
 1.00000000e+08  6.29347000e-03  8.94476915e+01 
 1.01152151e+08  6.36582672e-03  8.94539688e+01 
 1.02317577e+08  6.43937555e-03  8.94602049e+01 
 1.03496431e+08  6.51352048e-03  8.94663489e+01 
 1.04688866e+08  6.58849990e-03  8.94724215e+01 
 1.05895041e+08  6.66431384e-03  8.94784227e+01 
 1.07115112e+08  6.74120068e-03  8.94843710e+01 
 1.08349240e+08  6.81880282e-03  8.94902386e+01 
 1.09597588e+08  6.89747787e-03  8.94960525e+01 
 1.10860318e+08  6.97710663e-03  8.95018033e+01 
 1.12137597e+08  7.05733149e-03  8.95074660e+01 
 1.13429592e+08  7.13851005e-03  8.95130664e+01 
 1.14736472e+08  7.22076152e-03  8.95186124e+01 
 1.16058410e+08  7.30396671e-03  8.95240955e+01 
 1.17395579e+08  7.38824480e-03  8.95295235e+01 
 1.18748154e+08  7.47335740e-03  8.95348810e+01 
 1.20116312e+08  7.55942370e-03  8.95401758e+01 
 1.21500234e+08  7.64656292e-03  8.95454151e+01 
 1.22900101e+08  7.73465584e-03  8.95505918e+01 
 1.24316096e+08  7.82370248e-03  8.95557060e+01 
 1.25748406e+08  7.91382202e-03  8.95607647e+01 
 1.27197218e+08  8.00513368e-03  8.95657741e+01 
 1.28662722e+08  8.09727985e-03  8.95707148e+01 
 1.30145112e+08  8.19061813e-03  8.95756060e+01 
 1.31644581e+08  8.28491013e-03  8.95804352e+01 
 1.33161325e+08  8.38051344e-03  8.95852207e+01 
 1.34695546e+08  8.47695126e-03  8.95899386e+01 
 1.36247442e+08  8.57470041e-03  8.95946123e+01 
 1.37817219e+08  8.67352246e-03  8.95992302e+01 
 1.39405082e+08  8.77353664e-03  8.96037979e+01 
 1.41011240e+08  8.87438531e-03  8.96082994e+01 
 1.42635903e+08  8.97666452e-03  8.96127615e+01 
 1.44279285e+08  9.08001664e-03  8.96171683e+01 
 1.45941600e+08  9.18479930e-03  8.96215348e+01 
 1.47623069e+08  9.29029725e-03  8.96258315e+01 
 1.49323910e+08  9.39734493e-03  8.96300928e+01 
 1.51044348e+08  9.50570394e-03  8.96343085e+01 
 1.52784607e+08  9.61525508e-03  8.96384740e+01 
 1.54544917e+08  9.72599833e-03  8.96425894e+01 
 1.56325509e+08  9.83805291e-03  8.96466593e+01 
 1.58126615e+08  9.95141881e-03  8.96506835e+01 
 1.59948473e+08  1.00660960e-02  8.96546620e+01 
 1.61791322e+08  1.01819654e-02  8.96585908e+01 
 1.63655403e+08  1.02993845e-02  8.96624820e+01 
 1.65540961e+08  1.04179957e-02  8.96663236e+01 
 1.67448244e+08  1.05379182e-02  8.96701197e+01 
 1.69377501e+08  1.06593905e-02  8.96738779e+01 
 1.71328986e+08  1.07821741e-02  8.96775905e+01 
 1.73302956e+08  1.09068651e-02  8.96812752e+01 
 1.75299668e+08  1.10320329e-02  8.96848902e+01 
 1.77319386e+08  1.11591081e-02  8.96884774e+01 
 1.79362374e+08  1.12878523e-02  8.96920293e+01 
 1.81428900e+08  1.14177885e-02  8.96955328e+01 
 1.83519236e+08  1.15491553e-02  8.96989948e+01 
 1.85633655e+08  1.16824295e-02  8.97024274e+01 
 1.87772436e+08  1.18171342e-02  8.97058182e+01 
 1.89935859e+08  1.19530310e-02  8.97091615e+01 
 1.92124208e+08  1.20908352e-02  8.97124750e+01 
 1.94337770e+08  1.22303084e-02  8.97157526e+01 
 1.96576835e+08  1.23709736e-02  8.97189834e+01 
 1.98841698e+08  1.25137846e-02  8.97221891e+01 
 2.01132655e+08  1.26577878e-02  8.97253483e+01 
 2.03450008e+08  1.28036983e-02  8.97284768e+01 
 2.05794060e+08  1.29510394e-02  8.97315645e+01 
 2.08165120e+08  1.31002878e-02  8.97346213e+01 
 2.10563497e+08  1.32512051e-02  8.97376423e+01 
 2.12989507e+08  1.34040299e-02  8.97406321e+01 
 2.15443469e+08  1.35582851e-02  8.97435815e+01 
 2.17925704e+08  1.37142093e-02  8.97464954e+01 
 2.20436538e+08  1.38725177e-02  8.97493868e+01 
 2.22976301e+08  1.40322567e-02  8.97522382e+01 
 2.25545326e+08  1.41941414e-02  8.97550624e+01 
 2.28143949e+08  1.43579335e-02  8.97578551e+01 
 2.30772513e+08  1.45233945e-02  8.97606122e+01 
 2.33431362e+08  1.46907629e-02  8.97633379e+01 
 2.36120845e+08  1.48598003e-02  8.97660284e+01 
 2.38841315e+08  1.50309834e-02  8.97686915e+01 
 2.41593128e+08  1.52040739e-02  8.97713232e+01 
 2.44376647e+08  1.53790717e-02  8.97739236e+01 
 2.47192236e+08  1.55564538e-02  8.97764998e+01 
 2.50040265e+08  1.57352664e-02  8.97790379e+01 
 2.52921107e+08  1.59169400e-02  8.97815582e+01 
 2.55835142e+08  1.61005210e-02  8.97840472e+01 
 2.58782750e+08  1.62860094e-02  8.97865051e+01 
 2.61764319e+08  1.64736435e-02  8.97889350e+01 
 2.64780240e+08  1.66634234e-02  8.97913370e+01 
 2.67830910e+08  1.68553491e-02  8.97937112e+01 
 2.70916727e+08  1.70496590e-02  8.97960604e+01 
 2.74038098e+08  1.72461147e-02  8.97983817e+01 
 2.77195432e+08  1.74447162e-02  8.98006752e+01 
 2.80389144e+08  1.76457018e-02  8.98029436e+01 
 2.83619651e+08  1.78488333e-02  8.98051844e+01 
 2.86887379e+08  1.80545873e-02  8.98074026e+01 
 2.90192756e+08  1.82627256e-02  8.98095957e+01 
 2.93536216e+08  1.84732480e-02  8.98117636e+01 
 2.96918198e+08  1.86859163e-02  8.98139040e+01 
 3.00339145e+08  1.89012071e-02  8.98160217e+01 
 3.03799507e+08  1.91186438e-02  8.98181120e+01 
 3.07299737e+08  1.93394183e-02  8.98201864e+01 
 3.10840296e+08  1.95621002e-02  8.98222312e+01 
 3.14421647e+08  1.97874046e-02  8.98242532e+01 
 3.18044260e+08  2.00153317e-02  8.98262525e+01 
 3.21708612e+08  2.02456430e-02  8.98282269e+01 
 3.25415182e+08  2.04795306e-02  8.98301865e+01 
 3.29164458e+08  2.07148488e-02  8.98321133e+01 
 3.32956931e+08  2.09535047e-02  8.98340233e+01 
 3.36793099e+08  2.11952602e-02  8.98359143e+01 
 3.40673466e+08  2.14396382e-02  8.98377824e+01 
 3.44598540e+08  2.16861621e-02  8.98396242e+01 
 3.48568837e+08  2.19365006e-02  8.98414521e+01 
 3.52584878e+08  2.21887465e-02  8.98432522e+01 
 3.56647189e+08  2.24443303e-02  8.98450348e+01 
 3.60756305e+08  2.27032519e-02  8.98467998e+01 
 3.64912764e+08  2.29650346e-02  8.98485437e+01 
 3.69117112e+08  2.32292015e-02  8.98502637e+01 
 3.73369900e+08  2.34967062e-02  8.98519660e+01 
 3.77671687e+08  2.37680257e-02  8.98536534e+01 
 3.82023036e+08  2.40412525e-02  8.98553142e+01 
 3.86424520e+08  2.43182940e-02  8.98569600e+01 
 3.90876716e+08  2.45986734e-02  8.98585879e+01 
 3.95380208e+08  2.48819138e-02  8.98601951e+01 
 3.99935587e+08  2.51689690e-02  8.98617870e+01 
 4.04543450e+08  2.54584083e-02  8.98633558e+01 
 4.09204403e+08  2.57521391e-02  8.98649117e+01 
 4.13919058e+08  2.60487310e-02  8.98664472e+01 
 4.18688032e+08  2.63486608e-02  8.98679648e+01 
 4.23511952e+08  2.66519285e-02  8.98694645e+01 
 4.28391452e+08  2.69599645e-02  8.98709533e+01 
 4.33327170e+08  2.72699078e-02  8.98724172e+01 
 4.38319755e+08  2.75841428e-02  8.98738679e+01 
 4.43369862e+08  2.79026692e-02  8.98753050e+01 
 4.48478155e+08  2.82231031e-02  8.98767179e+01 
 4.53645302e+08  2.85478284e-02  8.98781174e+01 
 4.58871983e+08  2.88773222e-02  8.98795052e+01 
 4.64158883e+08  2.92096769e-02  8.98808733e+01 
 4.69506697e+08  2.95468001e-02  8.98822296e+01 
 4.74916125e+08  2.98872611e-02  8.98835683e+01 
 4.80387878e+08  3.02324905e-02  8.98848948e+01 
 4.85922674e+08  3.05801041e-02  8.98862003e+01 
 4.91521239e+08  3.09324861e-02  8.98874937e+01 
 4.97184308e+08  3.12891596e-02  8.98887731e+01 
 5.02912624e+08  3.16496478e-02  8.98900369e+01 
 5.08706939e+08  3.20144276e-02  8.98912868e+01 
 5.14568013e+08  3.23834989e-02  8.98925226e+01 
 5.20496616e+08  3.27563849e-02  8.98937430e+01 
 5.26493525e+08  3.31340393e-02  8.98949509e+01 
 5.32559528e+08  3.35150316e-02  8.98961419e+01 
 5.38695420e+08  3.39017459e-02  8.98973234e+01 
 5.44902008e+08  3.42922749e-02  8.98984894e+01 
 5.51180104e+08  3.46870954e-02  8.98996416e+01 
 5.57530533e+08  3.50881149e-02  8.99007853e+01 
 5.63954130e+08  3.54910417e-02  8.99019083e+01 
 5.70451735e+08  3.59001674e-02  8.99030229e+01 
